,職業,キャラクター,レベル,ポイント
1,n12,봉선생,1503,21673
2,n21,NapIes,2006,21185
3,n10,핑크펄,1152,18853
4,n8,켈미,2003,16332
5,n19,Devas,1969,15737
6,n9,구공레이디,2000,15692
7,n19,커럽,2010,15406
8,n16,최온,1899,15227
9,n7,임나엘,1910,14918
10,n7,개킹받쥬,2000,14854
11,n8,바다의사랑,1804,14678
12,n15,강강술술,2000,13737
13,n18,강술전용버프켈,1831,13328
14,n3,Vishnu,1963,13071
15,n9,먀옹,1620,12334
16,n1,강술전용시머링,1842,11662
17,n9,신녀,2000,11427
18,n22,덥크,1616,11241
19,n16,잔댜르크,1962,11120
20,n8,yh창병,2010,10938
21,n21,파초선,1975,10874
22,n9,뚫어드림,1881,10849
23,n5,혈색,1620,10792
24,n5,Brahma,1938,10757
25,n1,녹백,1613,10559
26,n7,우치하강술이,1730,10264
27,n12,체페시,2000,10211
28,n5,타락한강술,1731,9994
29,n4,q주몽p,856,9755
30,n14,적치,1612,9668
31,n8,찰슨,2005,9466
32,n23,연연술술,1696,9206
33,n9,얼짱소녀,763,9121
34,n2,1004대장,756,9072
35,n13,윙첼,1968,8995
36,n23,liillililililili,1626,8966
37,n8,silo,1904,8105
38,n9,뿌잉뽀잉,1938,8036
39,n8,Polaris,1373,7509
40,n0,CrimsonKnight,1947,7421
41,n2,그냥보조캐릭터,1932,7306
42,n4,지화자뉴달봉,1403,6910
43,n8,아리아드,1903,6909
44,n10,버디와친구들,1500,6844
45,n11,환락가,1486,6567
46,n6,서랍속통닭,1289,6559
47,n2,버비야,1356,6543
48,n0,Reilz,1952,6465
49,n25,좀이쁜닉네임,1729,6275
50,n20,찰슨_메,1981,6262
51,n0,이쁜아2,1258,6078
52,n7,갓무도가,1589,6038
53,n9,남천,1970,5852
54,n2,q삼족오p,853,5825
55,n10,평화의행진곡,1571,5705
56,n3,헤차니스a,860,5561
57,n19,사랑의인사,1935,5475
58,n2,작열,759,5475
59,n10,LakShmi,1571,5416
60,n23,금모으기운동,1644,5400
61,n10,한나수이,649,5248
62,n4,천사사랑3,759,5234
63,n10,버닝조련1,923,5142
64,n20,지메,1618,5021
65,n1,바른말고운말,1419,4813
66,n8,dfsfsgferw,781,4808
67,n9,적중100퍼,781,4808
68,n4,s세라s,1910,4707
69,n18,단건우,1575,4668
70,n16,못난이님,1346,4629
71,n7,천천히크는사람,1281,4596
72,n8,어르신,964,4584
73,n2,Celebrity,1621,4551
74,n13,이뮨,1591,4525
75,n19,Mild_수인,1812,4490
76,n10,푸른달의마녀,344,4452
77,n8,유티,1418,4362
78,n6,인자무인,708,4304
79,n0,s가을동화s,792,4298
80,n8,우리반슛돌이,1945,4286
81,n16,쥬금이_영,1877,4242
82,n23,지크하트,1592,4161
83,n8,너랭이,1422,4152
84,n8,눈꽃의희야,1277,4148
85,n0,은하계수리공,657,4037
86,n10,o여름향기o,846,3961
87,n0,투옵,828,3867
88,n9,강한_,1616,3825
89,n10,사랑은유죄,904,3810
90,n16,IlIl레이지lIIl,931,3781
91,n7,레전더리,1501,3765
92,n13,정화목,938,3744
93,n19,쥬금이_수,1614,3738
94,n1,핼리해성,1452,3713
95,n13,보라3,810,3704
96,n10,재키찬75,745,3645
97,n14,키썸,1579,3635
98,n1,무한사신,234,3625
99,n7,붉은보석을훔친자,885,3571
100,n0,보석전사,726,3547
