,職業,キャラクター,レベル,ポイント
1,n9,Deadly,1461,34168
2,n13,오리,2039,25641
3,n10,운좋은고양이,2026,23966
4,n9,다누리,1835,22973
5,n2,뉴삼총사,1894,21785
6,n0,산타루치노,2027,18011
7,n8,이치키,2032,17220
8,n0,운정리파괴자,2018,16597
9,n1,Guan_Yu,1459,16425
10,n20,전여친,1974,16411
11,n19,길선미,2035,16104
12,n22,리퍼지크,2038,15998
13,n7,와니천사,2000,15479
14,n7,_천상,1255,15359
15,n8,민쏘쏘,2000,15309
16,n14,마악마,2005,15265
17,n22,물련금,2000,15072
18,n8,HOOT,2014,14308
19,n24,얌시선장,2000,14286
20,n8,샤또지마,1971,14123
21,n2,감자고구마,2026,13989
22,n10,v1p1최강의조련사,882,13075
23,n7,금돌,2007,12854
24,n8,보찌,2020,12460
25,n20,웅치킨,2022,12352
26,n2,지옥불_,1928,12260
27,n14,결제가아니라결재,2024,11889
28,n7,기억해사랑해,1262,11740
29,n4,인생_콜전용,1714,11597
30,n0,헤독,2017,11416
31,n3,버닝12,1963,11271
32,n8,스마트무빙,1985,11257
33,n18,사학광학사,1604,11190
34,n8,maya,922,11136
35,n2,리트군,1304,10991
36,n7,잇섭,2014,10725
37,n8,아려니,2016,10484
38,n20,뱌이,2012,10427
39,n9,나를찾지마,2011,10306
40,n12,S2조자룡,1411,10306
41,n15,리촹,2011,10232
42,n8,Lo또,2000,10206
43,n10,빠칸,2011,10140
44,n2,SeungEE,2000,10093
45,n3,파이오니아,1923,10075
46,n8,숑숑이활쏜다,2032,10012
47,n16,웅치키,2033,9903
48,n0,여체1,2021,9870
49,n25,짱친,2016,9841
50,n20,유이퐁,2001,9823
51,n22,슈퍼파워연금,1911,9811
52,n7,묵꼼,1844,9810
53,n12,주공주,1436,9806
54,n20,등치,2014,9740
55,n8,한우육회,2000,9717
56,n2,망파,1931,9650
57,n8,vvvvvvvvvvvvv,1747,9647
58,n8,주악꾸악주의,2018,9602
59,n7,명량해전,2021,9561
60,n20,MILKMAID,1974,9375
61,n4,무드리치,2000,9186
62,n0,없노,1808,9154
63,n8,Hwal,1795,9117
64,n23,Gift_,1984,8920
65,n8,스카이부동산,2000,8909
66,n19,리정인,2012,8763
67,n0,배스낚시,1514,8708
68,n1,Trudy,1979,8634
69,n20,지죤,2000,8633
70,n0,화이어,708,8600
71,n8,지긋이창,2000,8567
72,n13,반짝반짝작은별,1917,8549
73,n13,너키,2005,8441
74,n9,귓볼탱탱,1457,8428
75,n9,가행건부,1772,8390
76,n4,삿제,1344,8379
77,n20,서하엘,1985,8367
78,n16,바라코스,2023,8308
79,n19,중약,2000,8193
80,n23,임플로드,2000,8176
81,n25,부선장,1340,8081
82,n23,돌아온연금,2000,7921
83,n6,투컷,1279,7888
84,n9,유로폼,2009,7865
85,n7,장은일,1970,7858
86,n8,죽어줄래,2022,7850
87,n10,Dark다모,2011,7838
88,n8,심판,2021,7827
89,n9,시옷,2009,7827
90,n19,차우니,1852,7719
91,n8,맹밍,2009,7641
92,n4,응묵,1923,7601
93,n19,너랭이,2013,7506
94,n10,장찬미,1691,7472
95,n19,풀업s,2000,7433
96,n20,SolarFlare,2000,7409
97,n22,탄알일발장전,1978,7405
98,n9,여교사,1821,7387
99,n23,보옹알,2003,7318
100,n6,깐지데쓰,899,7313
