,職業,キャラクター,レベル,ポイント
1,n12,봉선생,1503,21673
2,n21,NapIes,2006,21043
3,n10,핑크펄,1151,18853
4,n8,켈미,2003,16332
5,n19,Devas,1966,15594
6,n9,구공레이디,2000,15576
7,n16,최온,1899,15227
8,n19,커럽,2009,15183
9,n7,임나엘,1910,14918
10,n7,개킹받쥬,2000,14704
11,n8,바다의사랑,1804,14678
12,n15,강강술술,2000,13737
13,n19,강술전용버프켈,1829,13240
14,n3,Vishnu,1961,12984
15,n9,먀옹,1620,12230
16,n1,강술전용시머링,1840,11554
17,n9,신녀,2000,11427
18,n22,덥크,1615,11157
19,n16,잔댜르크,1959,10999
20,n21,파초선,1975,10874
21,n9,뚫어드림,1881,10849
22,n5,혈색,1619,10733
23,n8,yh창병,2009,10717
24,n5,Brahma,1935,10619
25,n1,녹백,1613,10461
26,n12,체페시,2000,10211
27,n7,우치하강술이,1728,10199
28,n5,타락한강술,1730,9914
29,n4,q주몽p,856,9755
30,n14,적치,1611,9595
31,n8,찰슨,2004,9280
32,n23,연연술술,1692,9152
33,n9,얼짱소녀,763,9121
34,n2,1004대장,756,9072
35,n23,liillililililili,1626,8966
36,n13,윙첼,1966,8875
37,n8,silo,1904,8105
38,n9,뿌잉뽀잉,1935,7892
39,n8,Polaris,1373,7509
40,n0,CrimsonKnight,1945,7322
41,n2,그냥보조캐릭터,1929,7178
42,n4,지화자뉴달봉,1402,6910
43,n8,아리아드,1902,6894
44,n10,버디와친구들,1500,6844
45,n11,환락가,1486,6567
46,n6,서랍속통닭,1289,6559
47,n2,버비야,1356,6543
48,n0,Reilz,1952,6465
49,n25,좀이쁜닉네임,1729,6275
50,n0,이쁜아2,1258,6078
51,n7,갓무도가,1589,6038
52,n20,찰슨_메,1977,6028
53,n9,남천,1969,5852
54,n2,q삼족오p,853,5825
55,n10,평화의행진곡,1571,5705
56,n3,헤차니스a,860,5561
57,n2,작열,759,5475
58,n10,LakShmi,1571,5416
59,n19,사랑의인사,1928,5299
60,n23,금모으기운동,1640,5280
61,n10,한나수이,649,5248
62,n4,천사사랑3,759,5234
63,n10,버닝조련1,923,5142
64,n20,지메,1610,4884
65,n1,바른말고운말,1411,4813
66,n8,dfsfsgferw,781,4808
67,n9,적중100퍼,781,4808
68,n4,s세라s,1909,4674
69,n18,단건우,1575,4668
70,n16,못난이님,1346,4629
71,n7,천천히크는사람,1281,4596
72,n8,어르신,964,4584
73,n2,Celebrity,1621,4551
74,n10,푸른달의마녀,344,4452
75,n13,이뮨,1589,4416
76,n8,유티,1418,4362
77,n6,인자무인,708,4304
78,n0,s가을동화s,792,4298
79,n19,Mild_수인,1797,4285
80,n23,지크하트,1592,4161
81,n8,너랭이,1422,4152
82,n8,눈꽃의희야,1277,4148
83,n8,우리반슛돌이,1929,4062
84,n16,쥬금이_영,1865,4051
85,n0,은하계수리공,657,4037
86,n10,o여름향기o,846,3961
87,n0,투옵,828,3867
88,n9,강한_,1616,3825
89,n10,사랑은유죄,904,3810
90,n16,IlIl레이지lIIl,931,3781
91,n7,레전더리,1501,3765
92,n13,정화목,938,3744
93,n19,쥬금이_수,1614,3738
94,n1,핼리해성,1451,3713
95,n13,보라3,810,3704
96,n10,재키찬75,745,3645
97,n1,무한사신,234,3625
98,n7,붉은보석을훔친자,885,3571
99,n0,보석전사,726,3547
100,n14,키썸,1577,3534
