,職業,キャラクター,レベル,ポイント
1,n12,봉선생,1490,21673
2,n10,핑크펄,1132,18852
3,n20,NapIes,2000,15839
4,n8,바다의사랑,1804,14678
5,n8,켈미,1995,12752
6,n15,강강술술,1951,11914
7,n9,구공레이디,1945,11668
8,n19,Devas,1857,11609
9,n16,최온,1676,11195
10,n9,신녀,2000,10975
11,n19,강술전용버프켈,1756,10934
12,n7,임나엘,1763,10902
13,n19,커럽,1915,10518
14,n21,파초선,1954,10467
15,n7,개킹받쥬,1884,10135
16,n3,Vishnu,1871,9948
17,n12,체페시,1990,9830
18,n4,q주몽p,856,9755
19,n9,얼짱소녀,763,9121
20,n2,1004대장,756,9072
21,n23,덥크,1595,9043
22,n9,먀옹,1593,9034
23,n23,liillililililili,1626,8966
24,n1,강술전용시머링,1750,8930
25,n23,연연술술,1655,8724
26,n7,우치하강술이,1650,8382
27,n5,타락한강술,1648,7957
28,n8,silo,1883,7615
29,n8,Polaris,1358,7484
30,n5,혈색,1598,7416
31,n16,잔댜르크,1839,7399
32,n9,뚫어드림,1665,7300
33,n0,녹백,1574,7123
34,n5,Brahma,1844,6982
35,n4,지화자뉴달봉,1353,6910
36,n10,버디와친구들,1491,6844
37,n8,아리아드,1851,6728
38,n14,적치,1583,6632
39,n11,환락가,1486,6567
40,n6,서랍속통닭,1289,6559
41,n2,버비야,1332,6543
42,n0,Reilz,1909,6447
43,n8,yh창병,1919,6135
44,n0,이쁜아2,1258,6078
45,n7,갓무도가,1587,6025
46,n8,남천,1912,5839
47,n2,q삼족오p,853,5825
48,n3,헤차니스a,860,5561
49,n2,작열,759,5475
50,n11,LakShmi,1568,5310
51,n10,한나수이,649,5248
52,n4,천사사랑3,759,5234
53,n10,버닝조련1,923,5142
54,n13,윙첼,1691,4857
55,n1,바른말고운말,1401,4813
56,n8,dfsfsgferw,781,4808
57,n9,적중100퍼,781,4808
58,n16,못난이님,1346,4629
59,n7,천천히크는사람,1281,4596
60,n8,어르신,964,4584
61,n2,Celebrity,1621,4551
62,n10,푸른달의마녀,344,4452
63,n8,유티,1418,4362
64,n6,인자무인,708,4304
65,n9,뿌잉뽀잉,1796,4298
66,n0,s가을동화s,792,4298
67,n23,지크하트,1592,4161
68,n8,너랭이,1422,4152
69,n8,눈꽃의희야,1250,4101
70,n0,은하계수리공,657,4037
71,n10,o여름향기o,846,3961
72,n0,투옵,828,3867
73,n9,강한_,1616,3825
74,n10,사랑은유죄,904,3810
75,n16,IlIl레이지lIIl,931,3781
76,n7,레전더리,1501,3765
77,n13,정화목,938,3744
78,n19,쥬금이_수,1613,3737
79,n13,보라3,810,3704
80,n1,핼리해성,1410,3689
81,n10,평화의행진곡,1517,3657
82,n10,재키찬75,745,3645
83,n1,무한사신,234,3625
84,n8,찰슨,1804,3609
85,n7,붉은보석을훔친자,885,3571
86,n0,보석전사,726,3547
87,n1,CrimsonKnight,1678,3538
88,n2,Izzy,1500,3475
89,n18,채륜,1506,3469
90,n16,메인모을거야,1470,3439
91,n12,정의무변,368,3392
92,n9,귀_족,1500,3389
93,n10,랑ol,753,3380
94,n2,까칠한것들,367,3214
95,n0,꽃이겨울바람에게,856,3156
96,n2,대천사라파엘,753,3146
97,n10,앙앙프리츠,771,3130
98,n10,건방진것들,368,3118
99,n7,혼란,1439,3104
100,n8,트루디꼬봉,649,3022
