,職業,キャラクター,レベル,ポイント
1,n9,insunsky,1672,16661
2,n10,천마신녀,1617,14651
3,n9,고운비,867,12654
4,n2,레드마인,1621,11111
5,n0,자연의마신,1464,10053
6,n9,test_1,853,9841
7,n2,다크루비,895,9400
8,n4,샤비o,1614,9357
9,n6,DestinyHERO2,1972,7778
10,n8,유드로얄,726,7616
11,n1,차도살인,1159,7400
12,n6,마카오박,761,7379
13,n5,리에스,917,6936
14,n1,폭한,1957,6510
15,n4,홀리데인로마,1990,6466
16,n1,뜨거운형제,1906,5875
17,n0,Vaga_Bond,711,5821
18,n0,sdfsfsdf,1644,5661
19,n1,뭐이새기야,1438,5478
20,n10,송그림,1741,5466
21,n9,명궁revis,828,5094
22,n0,노을산마루,752,5057
23,n2,댕아,2005,5021
24,n10,윤형석,2002,4974
25,n20,눈꽃잎,1714,4953
26,n4,의사면허정지,2001,4908
27,n24,Piracy,2004,4897
28,n0,BeautifulLife,868,4809
29,n1,천국의기사1,1311,4665
30,n0,친구란두글자,954,4626
31,n10,꼬마여우_JM,748,4588
32,n8,달빛바람v,1670,4502
33,n8,아리검,2001,4492
34,n19,결점,2037,4320
35,n10,수성용,2000,4282
36,n0,별이랑사,1948,4270
37,n9,무대뽀걸,1825,4253
38,n8,윈도우걸,874,4180
39,n0,타락한gg기사,878,4036
40,n0,멜로우키스,873,4036
41,n19,김인성2,1755,3907
42,n7,동관상사,867,3767
43,n15,블러드체페쉬,1990,3762
44,n9,Browns궁수,1308,3713
45,n10,혈마여련사,965,3707
46,n0,샷아빠,946,3525
47,n8,오데트,1849,3491
48,n10,xKira,734,3458
49,n21,엔도르시,1945,3444
50,n7,핑크블루,1988,3434
51,n4,Twitter,1934,3433
52,n10,이양_조련,806,3409
53,n2,우르햄,1931,3361
54,n13,거치른이쁜걸,844,3357
55,n2,황제나라짱,761,3269
56,n9,상콤발랄,855,3261
57,n4,O___Oa,1927,3246
58,n2,hong2,421,3179
59,n9,여전사도성,931,3164
60,n1,징한아이,928,3124
61,n6,블론드,1759,3116
62,n16,공약,1990,3107
63,n3,코울슬로,1583,3099
64,n20,민소매,1376,3070
65,n11,예쁜누님,976,3069
66,n0,김새봄,781,2969
67,n1,퍼펙트챔피언,1382,2954
68,n10,미워할수없는존재,714,2927
69,n8,포세이돈의딸,1732,2925
70,n0,잭니클라우스,1275,2908
71,n2,?0firdoqwucfeki,517,2908
72,n1,파괴의신념,1500,2881
73,n8,가품,1929,2871
74,n10,윈드에로우,909,2823
75,n2,아룡,705,2813
76,n4,철퇴로니뚝배기를,1513,2790
77,n1,칸황,1393,2746
78,n10,뽀로로유치원,1920,2739
79,n24,xxXxXxx,1976,2734
80,n19,에넬,1926,2710
81,n8,현아사랑v,1999,2692
82,n0,배리본즈,800,2688
83,n3,모뉴엘,1400,2640
84,n0,천황성,1049,2598
85,n10,무지개의안개,725,2517
86,n6,gojyosatoru,1917,2516
87,n0,보라두비,1794,2494
88,n1,야원,1024,2451
89,n8,틈새공략,910,2409
90,n13,야채빵아,1968,2372
91,n15,Tosihiro,1920,2367
92,n8,lnstagram,1927,2364
93,n0,날렵맨,764,2355
94,n6,웃을께이젠,800,2350
95,n16,사랑과정열을위해,1808,2344
96,n2,이상복,888,2305
97,n0,키노악마,715,2304
98,n10,가람_영원,782,2276
99,n16,다비니,1382,2250
100,n7,INEEDU,1934,2201
