,職業,キャラクター,レベル,ポイント
1,n9,Deadly,1456,34161
2,n8,다누리,1835,22973
3,n2,뉴삼총사,1894,21784
4,n13,오리,2030,21472
5,n10,운좋은고양이,2016,21341
6,n1,Guan_Yu,1459,16425
7,n20,전여친,1928,15920
8,n7,_천상,1255,15359
9,n8,민쏘쏘,2000,15309
10,n0,산타루치노,2017,15101
11,n22,물련금,2000,15072
12,n0,운정리파괴자,2013,14734
13,n8,이치키,2027,14319
14,n24,얌시선장,2000,14286
15,n7,와니천사,1949,14261
16,n14,마악마,2002,14114
17,n8,샤또지마,1960,14114
18,n19,길선미,2026,13216
19,n10,v1p1최강의조련사,882,13075
20,n22,리퍼지크,2035,12989
21,n7,금돌,2007,12854
22,n8,HOOT,2013,12736
23,n3,지옥불_,1927,12256
24,n7,기억해사랑해,1262,11740
25,n4,인생_콜전용,1714,11597
26,n0,헤독,2017,11416
27,n8,스마트무빙,1985,11257
28,n8,maya,922,11136
29,n2,감자고구마,2022,11053
30,n2,리트군,1304,10991
31,n7,잇섭,2014,10725
32,n19,사학광학사,1553,10724
33,n9,나를찾지마,2011,10306
34,n12,S2조자룡,1411,10306
35,n3,버닝12,1927,10293
36,n2,SeungEE,2000,10093
37,n8,아려니,2014,9987
38,n3,파이오니아,1906,9878
39,n20,유이퐁,2001,9823
40,n7,묵꼼,1844,9810
41,n8,vvvvvvvvvvvvv,1747,9647
42,n8,Lo또,1989,9633
43,n8,보찌,2012,9596
44,n20,웅치킨,2014,9575
45,n20,MILKMAID,1960,9330
46,n4,무드리치,2000,9186
47,n7,명량해전,2013,9102
48,n0,없노,1804,9073
49,n9,Hwal,1788,9043
50,n20,뱌이,2010,8989
51,n14,결제가아니라결재,2016,8968
52,n8,스카이부동산,2000,8909
53,n15,리촹,2005,8675
54,n0,화이어,708,8600
55,n13,주공주,1421,8595
56,n8,지긋이창,2000,8567
57,n13,반짝반짝작은별,1917,8549
58,n9,가행건부,1772,8390
59,n4,삿제,1344,8379
60,n0,배스낚시,1502,8367
61,n16,바라코스,2023,8308
62,n9,귓볼탱탱,1449,8272
63,n8,한우육회,1962,8259
64,n22,슈퍼파워연금,1854,8181
65,n25,부선장,1340,8081
66,n23,Gift_,1971,8078
67,n20,지죤,1992,8028
68,n20,등치,2007,7963
69,n23,돌아온연금,2000,7921
70,n10,빠칸,2008,7913
71,n20,서하엘,1978,7910
72,n13,너키,2003,7909
73,n6,투컷,1279,7888
74,n9,유로폼,2009,7865
75,n9,시옷,2009,7827
76,n2,망파,1859,7769
77,n1,Trudy,1967,7755
78,n20,SolarFlare,2000,7409
79,n22,탄알일발장전,1978,7405
80,n9,여교사,1821,7387
81,n6,깐지데쓰,899,7313
82,n22,보옹알,2002,7303
83,n19,오랜방황의끝,2000,7250
84,n14,효됴르원펀치,1391,7250
85,n19,너랭이,2009,7217
86,n2,오사카_유니버셜,1366,7129
87,n24,망침,2009,7103
88,n21,핼버드,1683,7071
89,n0,여체1,2011,7040
90,n0,하늘이다,906,7020
91,n8,심판,2015,6960
92,n8,주악꾸악주의,2010,6926
93,n2,천상마법지존,774,6904
94,n4,1____M,1930,6886
95,n4,웅드리치,2001,6848
96,n8,페르파,1809,6774
97,n12,춰콜릿,1892,6708
98,n16,웅치키,2021,6706
99,n16,씽긋,1745,6700
100,n4,무기없는잇터님,2013,6626
