,職業,キャラクター,レベル,ポイント
1,n9,insunsky,1689,16858
2,n10,천마신녀,1629,14651
3,n9,고운비,867,12654
4,n2,레드마인,1633,11111
5,n0,자연의마신,1477,10076
6,n9,test_1,853,9841
7,n2,다크루비,895,9400
8,n4,샤비o,1626,9357
9,n6,DestinyHERO2,1994,8105
10,n8,유드로얄,726,7616
11,n1,차도살인,1159,7400
12,n6,마카오박,761,7379
13,n5,리에스,917,6936
14,n4,홀리데인로마,2000,6746
15,n1,폭한,1974,6668
16,n10,윤형석,2007,6007
17,n0,sdfsfsdf,1668,5967
18,n1,뜨거운형제,1920,5877
19,n4,의사면허정지,2006,5855
20,n0,Vaga_Bond,711,5821
21,n10,송그림,1783,5658
22,n1,뭐이새기야,1438,5478
23,n24,Piracy,2011,5335
24,n2,댕아,2010,5311
25,n9,명궁revis,828,5094
26,n0,노을산마루,752,5057
27,n20,눈꽃잎,1714,4953
28,n8,아리검,2005,4845
29,n0,BeautifulLife,868,4809
30,n1,천국의기사1,1326,4671
31,n0,친구란두글자,954,4626
32,n10,꼬마여우_JM,748,4588
33,n8,달빛바람v,1688,4523
34,n0,별이랑사,1971,4519
35,n8,오데트,1916,4459
36,n9,무대뽀걸,1844,4384
37,n19,결점,2037,4321
38,n10,수성용,2001,4287
39,n2,우르햄,1990,4209
40,n8,윈도우걸,874,4180
41,n4,O___Oa,1987,4153
42,n0,타락한gg기사,878,4036
43,n0,멜로우키스,873,4036
44,n16,공약,2003,4032
45,n19,김인성2,1766,4030
46,n14,블러드체페쉬,2000,3853
47,n10,뽀로로유치원,1983,3768
48,n7,동관상사,867,3767
49,n9,Browns궁수,1325,3726
50,n21,엔도르시,1963,3717
51,n10,혈마여련사,965,3707
52,n7,핑크블루,2000,3676
53,n0,샷아빠,946,3525
54,n4,Twitter,1948,3489
55,n10,xKira,734,3458
56,n10,이양_조련,806,3409
57,n6,gojyosatoru,1978,3364
58,n13,거치른이쁜걸,844,3357
59,n2,황제나라짱,761,3269
60,n9,상콤발랄,855,3261
61,n3,코울슬로,1604,3243
62,n4,의사면허취소,1900,3241
63,n2,hong2,421,3179
64,n8,가품,1961,3173
65,n9,여전사도성,931,3164
66,n1,징한아이,928,3124
67,n6,블론드,1759,3116
68,n20,민소매,1376,3070
69,n11,예쁜누님,976,3069
70,n0,김새봄,781,2969
71,n1,퍼펙트챔피언,1382,2954
72,n10,미워할수없는존재,714,2927
73,n8,포세이돈의딸,1732,2925
74,n0,잭니클라우스,1286,2911
75,n2,?0firdoqwucfeki,517,2908
76,n1,파괴의신념,1500,2881
77,n24,xxXxXxx,1998,2849
78,n10,윈드에로우,909,2823
79,n2,아룡,705,2813
80,n20,지금니순간,1949,2804
81,n4,철퇴로니뚝배기를,1513,2790
82,n19,에넬,1935,2758
83,n1,칸황,1393,2746
84,n8,현아사랑v,2000,2714
85,n0,배리본즈,800,2688
86,n3,모뉴엘,1400,2640
87,n0,천황성,1049,2598
88,n19,료네,1897,2579
89,n15,Tosihiro,1937,2522
90,n10,무지개의안개,725,2517
91,n13,야채빵아,1981,2506
92,n0,보라두비,1794,2494
93,n1,야원,1024,2451
94,n8,틈새공략,910,2409
95,n9,JNS마창,1893,2402
96,n4,홀__리,1687,2378
97,n8,lnstagram,1941,2364
98,n0,날렵맨,764,2355
99,n6,웃을께이젠,800,2350
100,n4,라크_레크레이셔,1980,2345
