,職業,キャラクター,レベル,ポイント
1,n9,insunsky,1696,16956
2,n10,천마신녀,1636,14651
3,n9,고운비,867,12654
4,n2,레드마인,1640,11111
5,n0,자연의마신,1485,10093
6,n9,test_1,853,9841
7,n2,다크루비,895,9400
8,n4,샤비o,1633,9357
9,n6,DestinyHERO2,2000,8203
10,n8,유드로얄,726,7616
11,n1,차도살인,1159,7400
12,n6,마카오박,761,7379
13,n5,리에스,917,6936
14,n4,홀리데인로마,2002,6863
15,n1,폭한,1981,6803
16,n10,윤형석,2010,6508
17,n4,의사면허정지,2009,6349
18,n1,sdfsfsdf,1677,6015
19,n1,뜨거운형제,1926,5878
20,n0,Vaga_Bond,711,5821
21,n10,송그림,1804,5777
22,n2,댕아,2015,5596
23,n24,Piracy,2015,5575
24,n1,뭐이새기야,1438,5478
25,n9,명궁revis,828,5094
26,n0,노을산마루,752,5057
27,n8,아리검,2008,4988
28,n8,오데트,1941,4954
29,n20,눈꽃잎,1714,4953
30,n0,BeautifulLife,868,4809
31,n1,천국의기사1,1339,4680
32,n9,달빛바람v,1708,4655
33,n0,별이랑사,1979,4647
34,n2,우르햄,2000,4632
35,n0,친구란두글자,954,4626
36,n16,공약,2006,4592
37,n10,꼬마여우_JM,748,4588
38,n4,O___Oa,2000,4523
39,n9,무대뽀걸,1851,4459
40,n19,결점,2037,4322
41,n10,수성용,2001,4287
42,n10,뽀로로유치원,2001,4234
43,n8,윈도우걸,874,4180
44,n19,김인성2,1772,4052
45,n0,타락한gg기사,878,4036
46,n0,멜로우키스,873,4036
47,n14,블러드체페쉬,2001,3854
48,n21,엔도르시,1969,3835
49,n6,gojyosatoru,2000,3785
50,n7,동관상사,867,3767
51,n7,핑크블루,2001,3755
52,n4,의사면허취소,1932,3754
53,n9,Browns궁수,1339,3751
54,n10,혈마여련사,965,3707
55,n8,가품,1992,3681
56,n0,샷아빠,946,3525
57,n4,Twitter,1954,3499
58,n10,xKira,734,3458
59,n10,이양_조련,806,3409
60,n13,거치른이쁜걸,844,3357
61,n3,코울슬로,1627,3320
62,n20,지금니순간,1982,3289
63,n2,황제나라짱,761,3269
64,n9,상콤발랄,855,3261
65,n2,hong2,421,3179
66,n9,여전사도성,931,3164
67,n1,징한아이,928,3124
68,n6,블론드,1759,3116
69,n19,료네,1931,3107
70,n20,민소매,1376,3070
71,n11,예쁜누님,976,3069
72,n24,xxXxXxx,2003,2978
73,n0,김새봄,781,2969
74,n1,퍼펙트챔피언,1382,2954
75,n10,미워할수없는존재,714,2927
76,n8,포세이돈의딸,1732,2925
77,n0,잭니클라우스,1286,2911
78,n2,?0firdoqwucfeki,517,2908
79,n1,파괴의신념,1500,2881
80,n10,윈드에로우,909,2823
81,n2,아룡,705,2813
82,n4,철퇴로니뚝배기를,1513,2790
83,n19,에넬,1940,2761
84,n1,칸황,1393,2746
85,n8,현아사랑v,2000,2714
86,n4,홀__리,1745,2702
87,n0,배리본즈,800,2688
88,n3,모뉴엘,1400,2640
89,n0,천황성,1049,2598
90,n15,Tosihiro,1945,2580
91,n13,야채빵아,1986,2529
92,n9,JNS마창,1904,2520
93,n10,무지개의안개,725,2517
94,n0,보라두비,1794,2494
95,n4,라크_레크레이셔,1986,2452
96,n1,야원,1024,2451
97,n8,틈새공략,910,2409
98,n4,_천도_,1918,2389
99,n13,혁이아빠,1992,2367
100,n8,lnstagram,1950,2364
