,職業,キャラクター,レベル,ポイント
1,n12,봉선생,1500,21673
2,n10,핑크펄,1135,18852
3,n20,NapIes,2005,18059
4,n8,켈미,2003,14690
5,n8,바다의사랑,1804,14678
6,n15,강강술술,1996,13378
7,n9,구공레이디,1997,13375
8,n19,Devas,1913,13269
9,n16,최온,1835,13231
10,n7,임나엘,1840,12798
11,n19,커럽,2000,12751
12,n19,강술전용버프켈,1797,11951
13,n7,개킹받쥬,1950,11877
14,n9,신녀,2000,11427
15,n3,Vishnu,1917,11135
16,n21,파초선,1975,10874
17,n9,먀옹,1612,10493
18,n13,체페시,2000,10211
19,n1,강술전용시머링,1792,9886
20,n4,q주몽p,856,9755
21,n22,덥크,1607,9593
22,n7,우치하강술이,1675,9125
23,n9,얼짱소녀,763,9121
24,n2,1004대장,756,9072
25,n8,뚫어드림,1824,8981
26,n23,liillililililili,1626,8966
27,n5,혈색,1612,8932
28,n16,잔댜르크,1908,8901
29,n23,연연술술,1656,8757
30,n5,타락한강술,1670,8696
31,n0,녹백,1603,8623
32,n5,Brahma,1887,8508
33,n8,yh창병,1998,8252
34,n8,silo,1904,8105
35,n14,적치,1602,8004
36,n9,Polaris,1359,7488
37,n4,지화자뉴달봉,1370,6910
38,n10,버디와친구들,1491,6844
39,n8,아리아드,1882,6808
40,n11,환락가,1486,6567
41,n6,서랍속통닭,1289,6559
42,n13,윙첼,1894,6557
43,n2,버비야,1346,6543
44,n0,Reilz,1926,6460
45,n8,찰슨,1950,6113
46,n0,이쁜아2,1258,6078
47,n7,갓무도가,1588,6038
48,n8,남천,1936,5842
49,n2,q삼족오p,853,5825
50,n9,뿌잉뽀잉,1868,5634
51,n3,헤차니스a,860,5561
52,n10,평화의행진곡,1571,5485
53,n2,작열,759,5475
54,n11,LakShmi,1571,5416
55,n1,CrimsonKnight,1882,5275
56,n10,한나수이,649,5248
57,n4,천사사랑3,759,5234
58,n10,버닝조련1,923,5142
59,n1,바른말고운말,1401,4813
60,n8,dfsfsgferw,781,4808
61,n9,적중100퍼,781,4808
62,n16,못난이님,1346,4629
63,n7,천천히크는사람,1281,4596
64,n8,어르신,964,4584
65,n2,Celebrity,1621,4551
66,n10,푸른달의마녀,344,4452
67,n2,그냥보조캐릭터,1706,4407
68,n25,좀이쁜닉네임,1638,4389
69,n8,유티,1418,4362
70,n6,인자무인,708,4304
71,n0,s가을동화s,792,4298
72,n23,지크하트,1592,4161
73,n8,너랭이,1422,4152
74,n8,눈꽃의희야,1265,4130
75,n0,은하계수리공,657,4037
76,n10,o여름향기o,846,3961
77,n0,투옵,828,3867
78,n9,강한_,1616,3825
79,n10,사랑은유죄,904,3810
80,n16,IlIl레이지lIIl,931,3781
81,n7,레전더리,1501,3765
82,n13,정화목,938,3744
83,n18,쥬금이_수,1613,3737
84,n4,s세라s,1823,3723
85,n23,금모으기운동,1593,3711
86,n13,보라3,810,3704
87,n1,핼리해성,1426,3689
88,n10,재키찬75,745,3645
89,n1,무한사신,234,3625
90,n20,딥스롯,1558,3572
91,n7,붉은보석을훔친자,885,3571
92,n0,보석전사,726,3547
93,n2,Izzy,1500,3475
94,n18,채륜,1506,3469
95,n16,메인모을거야,1470,3439
96,n7,숫찰떡,1577,3392
97,n12,정의무변,368,3392
98,n8,귀_족,1500,3389
99,n10,랑ol,753,3380
100,n7,혼란,1447,3246
