,職業,キャラクター,レベル,ポイント
1,n8,오데트,1327,299
2,n20,청소청소김청소,1359,164
3,n8,도넛,1257,162
4,n8,Akkad,1360,141
5,n23,X_Men,1357,122
6,n20,스튜어디스,1328,113
7,n9,힘을숨긴궁수,1275,104
8,n19,휴식,1329,96
9,n20,Eliza,1333,92
10,n19,bowing,1290,79
11,n20,눈물의여왕,1367,75
12,n19,고윤정,1256,59
13,n10,고양에나,1273,53
14,n1,무덕이,906,39
15,n1,드쌍,1330,36
16,n1,hot견기,977,36
17,n19,헤이즐,1263,26
18,n8,비오는날s,631,26
19,n5,SOOP,176,25
20,n10,뭐가이렇누,1169,24
21,n4,성수지,621,24
22,n11,aphrodite,650,23
23,n4,노윤서,637,23
24,n4,이주빈,627,23
25,n4,김혜준,620,23
26,n4,최하슬,625,22
27,n0,야간일하면서,924,21
28,n4,강민아,630,21
29,n4,공유빈,617,21
30,n4,정예인,614,20
31,n4,박지현,624,18
32,n4,경서,616,18
33,n4,소주연,622,17
34,n5,봉잽이,1257,15
35,n23,0011011,875,15
36,n4,주현영,623,15
37,n6,도도독,595,15
38,n23,물쟁이,1253,14
39,n12,역병공주,923,14
40,n6,베누,935,13
41,n19,짱친,1257,12
42,n10,봄이집사,914,12
43,n8,따스한,1259,11
44,n24,duing,1258,10
45,n11,네네코,1250,10
46,n15,끼쟁이,1254,9
47,n8,길돌용,616,9
48,n9,hot마궁,1256,8
49,n14,죽은자의속삭임,1254,8
50,n20,메이드히메,1252,8
51,n17,아그와,890,8
52,n20,몽당빗자루,1257,7
53,n16,힘을숨긴영술,1257,7
54,n24,빵실,1255,7
55,n14,노동자강신술사,1253,7
56,n11,파란소환사,883,7
57,n15,무루루,461,7
58,n8,재료용6,131,7
59,n4,갤럭시_사제,1258,6
60,n24,딸배,1253,6
61,n10,FX펑,911,6
62,n0,견린,902,6
63,n20,JELLO,900,6
64,n13,빛깡,888,6
65,n15,도끄,377,6
66,n15,미라랑,368,6
67,n8,재료용2,124,6
68,n15,푸리나,1253,5
69,n5,힘을숨긴타천,1253,5
70,n8,Bonita,1098,5
71,n10,조련석,926,5
72,n8,에스프레소M,892,5
73,n10,팥붕이,830,5
74,n8,희월,585,5
75,n6,말랑콩떡,546,5
76,n15,무탕,417,5
77,n8,재료용4,116,5
78,n8,재료용1,115,5
79,n16,치오r오r,1254,4
80,n24,힘을숨긴선장,1254,4
81,n14,Lilit,1253,4
82,n20,홈이,1164,4
83,n23,ETHANOL,1135,4
84,n23,바오바오,1129,4
85,n20,보미집사,923,4
86,n8,SyaSya03,923,4
87,n10,MB_VM,901,4
88,n12,해보는그걍,900,4
89,n1,햄찌,888,4
90,n3,하나만좀해보자꾼,733,4
91,n13,뺏기,658,4
92,n23,기돌을캐볼까나앙,417,4
93,n15,구리링,365,4
94,n15,푸우웅,351,4
95,n15,미라라,348,4
96,n15,퓨우웅,339,4
97,n8,부지깽이,325,4
98,n14,갤럭시_강신,1258,3
99,n2,힘을숨긴법사,1253,3
100,n20,폭스테일_,1220,3
