,職業,キャラクター,レベル,ポイント
1,n8,Deadly,1442,34160
2,n8,다누리,1835,22973
3,n2,뉴삼총사,1893,21784
4,n10,운좋은고양이,2009,19287
5,n13,오리,2020,18273
6,n1,Guan_Yu,1459,16425
7,n20,전여친,1928,15920
8,n7,_천상,1109,15355
9,n8,민쏘쏘,2000,15309
10,n23,물련금,2000,15072
11,n8,샤또지마,1938,14074
12,n24,얌시선장,2000,13629
13,n6,와니천사,1906,13464
14,n14,마악마,2000,13138
15,n10,v1p1최강의조련사,882,13075
16,n7,금돌,2007,12854
17,n0,운정리파괴자,2008,12741
18,n0,산타루치노,2004,12351
19,n3,지옥불_,1927,12256
20,n7,기억해사랑해,1262,11740
21,n4,인생_콜전용,1714,11597
22,n0,헤독,2017,11416
23,n8,이치키,2016,11269
24,n8,스마트무빙,1985,11257
25,n8,maya,921,11136
26,n2,리트군,1304,10991
27,n8,HOOT,2010,10660
28,n9,나를찾지마,2011,10306
29,n12,S2조자룡,1411,10306
30,n19,길선미,2024,10208
31,n2,SeungEE,2000,10093
32,n22,리퍼지크,2023,9932
33,n7,묵꼼,1844,9810
34,n8,vvvvvvvvvvvvv,1747,9647
35,n3,파이오니아,1866,9607
36,n8,아려니,2010,9465
37,n19,사학광학사,1391,9357
38,n20,유이퐁,1991,9210
39,n3,버닝12,1909,9209
40,n20,MILKMAID,1938,9203
41,n4,무드리치,2000,9186
42,n7,잇섭,2004,8864
43,n2,감자고구마,2017,8666
44,n0,없노,1794,8609
45,n0,화이어,708,8600
46,n8,지긋이창,2000,8567
47,n13,반짝반짝작은별,1917,8549
48,n9,Hwal,1773,8510
49,n9,가행건부,1772,8390
50,n4,삿제,1344,8379
51,n8,Lo또,1962,8298
52,n7,명량해전,2005,8108
53,n25,부선장,1340,8081
54,n23,돌아온연금,2000,7921
55,n6,투컷,1279,7888
56,n0,배스낚시,1478,7617
57,n12,주공주,1366,7453
58,n20,SolarFlare,2000,7409
59,n9,귓볼탱탱,1413,7375
60,n6,깐지데쓰,899,7313
61,n14,리촹,1983,7213
62,n8,보찌,1999,7173
63,n2,오사카_유니버셜,1366,7129
64,n21,핼버드,1683,7071
65,n19,오랜방황의끝,1995,7045
66,n23,Gift_,1943,7020
67,n0,하늘이다,905,7020
68,n20,뱌이,2002,7006
69,n8,한우육회,1917,6914
70,n16,바라코스,2015,6905
71,n2,천상마법지존,774,6904
72,n4,1____M,1924,6886
73,n14,효됴르원펀치,1386,6807
74,n8,페르파,1809,6774
75,n13,너키,1976,6773
76,n8,스카이부동산,1952,6764
77,n12,춰콜릿,1892,6708
78,n24,망침,2007,6705
79,n16,씽긋,1745,6700
80,n19,너랭이,2002,6698
81,n20,서하엘,1938,6688
82,n8,유로폼,2005,6682
83,n9,여교사,1703,6656
84,n4,무기없는잇터님,2013,6626
85,n8,양갱수리,2000,6604
86,n20,웅치킨,1978,6587
87,n20,지죤,1954,6559
88,n8,시옷,2004,6536
89,n22,탄알일발장전,1944,6492
90,n1,Trudy,1940,6470
91,n4,튼실,2000,6414
92,n19,리정인,2000,6407
93,n9,신민아이유인나,1812,6389
94,n6,리치골드,601,6310
95,n22,슈퍼파워연금,1757,6288
96,n23,앙금술사,2000,6198
97,n14,결제가아니라결재,2005,6185
98,n1,D_VA,2000,6151
99,n8,최서린,2000,6108
100,n4,선비타천,1262,6095
