,職業,キャラクター,レベル,ポイント
1,n12,봉선생,1502,21673
2,n21,NapIes,2006,20371
3,n10,핑크펄,1148,18853
4,n8,켈미,2003,16169
5,n9,구공레이디,2000,15039
6,n19,Devas,1953,15017
7,n16,최온,1892,15017
8,n7,임나엘,1904,14678
9,n8,바다의사랑,1804,14678
10,n19,커럽,2005,14468
11,n7,개킹받쥬,2000,14045
12,n15,강강술술,2000,13737
13,n19,강술전용버프켈,1823,12984
14,n3,Vishnu,1951,12516
15,n9,먀옹,1617,11805
16,n9,신녀,2000,11427
17,n1,강술전용시머링,1834,11256
18,n21,파초선,1975,10874
19,n22,덥크,1612,10801
20,n9,뚫어드림,1876,10616
21,n16,잔댜르크,1948,10484
22,n5,혈색,1617,10342
23,n12,체페시,2000,10211
24,n5,Brahma,1925,10057
25,n1,녹백,1610,10037
26,n7,우치하강술이,1720,9997
27,n8,yh창병,2005,9898
28,n4,q주몽p,856,9755
29,n5,타락한강술,1717,9657
30,n14,적치,1607,9218
31,n9,얼짱소녀,763,9121
32,n2,1004대장,756,9072
33,n23,liillililililili,1626,8966
34,n23,연연술술,1674,8935
35,n8,찰슨,2001,8455
36,n13,윙첼,1953,8269
37,n8,silo,1904,8105
38,n8,Polaris,1373,7509
39,n9,뿌잉뽀잉,1923,7306
40,n4,지화자뉴달봉,1387,6910
41,n0,CrimsonKnight,1934,6880
42,n8,아리아드,1888,6845
43,n10,버디와친구들,1500,6844
44,n11,환락가,1486,6567
45,n6,서랍속통닭,1289,6559
46,n2,버비야,1356,6543
47,n2,그냥보조캐릭터,1907,6498
48,n0,Reilz,1952,6465
49,n25,좀이쁜닉네임,1720,6081
50,n0,이쁜아2,1258,6078
51,n7,갓무도가,1589,6038
52,n9,남천,1963,5848
53,n2,q삼족오p,853,5825
54,n10,평화의행진곡,1571,5705
55,n3,헤차니스a,860,5561
56,n2,작열,759,5475
57,n10,LakShmi,1571,5416
58,n10,한나수이,649,5248
59,n4,천사사랑3,759,5234
60,n10,버닝조련1,923,5142
61,n20,찰슨_메,1951,5091
62,n23,금모으기운동,1623,4898
63,n1,바른말고운말,1401,4813
64,n8,dfsfsgferw,781,4808
65,n9,적중100퍼,781,4808
66,n16,못난이님,1346,4629
67,n7,천천히크는사람,1281,4596
68,n19,사랑의인사,1888,4593
69,n8,어르신,964,4584
70,n2,Celebrity,1621,4551
71,n19,단건우,1570,4532
72,n4,s세라s,1902,4508
73,n10,푸른달의마녀,344,4452
74,n20,지메,1588,4391
75,n8,유티,1418,4362
76,n6,인자무인,708,4304
77,n0,s가을동화s,792,4298
78,n23,지크하트,1592,4161
79,n8,너랭이,1422,4152
80,n8,눈꽃의희야,1272,4135
81,n0,은하계수리공,657,4037
82,n13,이뮨,1573,3996
83,n10,o여름향기o,846,3961
84,n0,투옵,828,3867
85,n9,강한_,1616,3825
86,n10,사랑은유죄,904,3810
87,n16,IlIl레이지lIIl,931,3781
88,n7,레전더리,1501,3765
89,n13,정화목,938,3744
90,n18,쥬금이_수,1613,3737
91,n1,핼리해성,1446,3713
92,n13,보라3,810,3704
93,n19,Mild_수인,1719,3658
94,n10,재키찬75,745,3645
95,n1,무한사신,234,3625
96,n7,붉은보석을훔친자,885,3571
97,n0,보석전사,726,3547
98,n2,Izzy,1500,3475
99,n18,채륜,1506,3469
100,n16,메인모을거야,1470,3439
