,職業,キャラクター,レベル,ポイント
1,n9,Deadly,1436,34160
2,n8,다누리,1835,22973
3,n2,뉴삼총사,1893,21783
4,n10,운좋은고양이,2005,18376
5,n13,오리,2011,16665
6,n1,Guan_Yu,1459,16425
7,n7,_천상,1109,15355
8,n8,민쏘쏘,2000,15309
9,n20,전여친,1856,15128
10,n22,물련금,1979,14300
11,n8,샤또지마,1924,13995
12,n6,와니천사,1894,13285
13,n10,v1p1최강의조련사,882,13075
14,n24,얌시선장,2000,12976
15,n7,금돌,2006,12843
16,n14,마악마,1981,12472
17,n3,지옥불_,1923,12148
18,n0,운정리파괴자,2004,11869
19,n7,기억해사랑해,1262,11740
20,n0,산타루치노,2000,11599
21,n4,인생_콜전용,1714,11597
22,n8,스마트무빙,1985,11257
23,n8,maya,921,11136
24,n2,리트군,1304,10991
25,n0,헤독,2011,10913
26,n12,S2조자룡,1411,10306
27,n7,묵꼼,1844,9810
28,n9,나를찾지마,2009,9752
29,n8,이치키,2008,9655
30,n8,vvvvvvvvvvvvv,1747,9647
31,n2,SeungEE,1985,9584
32,n8,HOOT,2008,9513
33,n19,사학광학사,1391,9348
34,n3,파이오니아,1842,9285
35,n4,무드리치,2000,9186
36,n20,MILKMAID,1929,9128
37,n8,아려니,2006,8933
38,n3,버닝12,1897,8817
39,n19,길선미,2013,8803
40,n0,화이어,708,8600
41,n0,없노,1793,8589
42,n13,반짝반짝작은별,1917,8549
43,n20,유이퐁,1964,8540
44,n9,가행건부,1772,8390
45,n4,삿제,1344,8379
46,n8,지긋이창,1993,8300
47,n22,리퍼지크,2014,8273
48,n9,Hwal,1768,8231
49,n25,부선장,1340,8081
50,n2,감자고구마,2010,7996
51,n23,돌아온연금,2000,7921
52,n6,투컷,1279,7888
53,n7,명량해전,2003,7757
54,n8,Lo또,1947,7689
55,n0,배스낚시,1473,7428
56,n20,SolarFlare,2000,7409
57,n13,주공주,1363,7347
58,n6,깐지데쓰,899,7313
59,n7,잇섭,1939,7140
60,n2,오사카_유니버셜,1366,7129
61,n21,핼버드,1683,7071
62,n9,귓볼탱탱,1407,7023
63,n0,하늘이다,905,7020
64,n2,천상마법지존,774,6904
65,n4,1____M,1919,6865
66,n8,페르파,1809,6774
67,n12,춰콜릿,1892,6708
68,n16,씽긋,1745,6700
69,n19,오랜방황의끝,1984,6696
70,n14,효됴르원펀치,1384,6693
71,n9,여교사,1703,6656
72,n23,Gift_,1923,6622
73,n8,양갱수리,2000,6604
74,n13,너키,1940,6427
75,n19,리정인,2000,6407
76,n9,신민아이유인나,1812,6389
77,n19,너랭이,1993,6351
78,n6,리치골드,601,6310
79,n14,리촹,1930,6220
80,n8,유로폼,2003,6215
81,n23,앙금술사,2000,6198
82,n8,한우육회,1877,6134
83,n4,무기없는잇터님,2009,6130
84,n20,뱌이,1989,6116
85,n8,최서린,2000,6108
86,n14,결제가아니라결재,1995,6102
87,n4,선비타천,1262,6095
88,n20,서하엘,1909,6011
89,n20,일단믿어봐,1730,5992
90,n9,보찌,1928,5925
91,n8,스카이부동산,1926,5912
92,n1,넌내꼬,1297,5858
93,n1,Trudy,1920,5827
94,n8,운좋지마,2005,5825
95,n16,뛰낀,1840,5823
96,n8,시옷,2003,5786
97,n22,탄알일발장전,1917,5786
98,n19,쿠키돈먹음,2001,5756
99,n12,얘린,1799,5755
100,n20,지죤,1931,5754
