,職業,キャラクター,レベル,ポイント
1,n9,insunsky,1688,16850
2,n10,천마신녀,1628,14651
3,n9,고운비,867,12654
4,n2,레드마인,1632,11111
5,n0,자연의마신,1477,10076
6,n9,test_1,853,9841
7,n2,다크루비,895,9400
8,n4,샤비o,1625,9357
9,n6,DestinyHERO2,1993,8085
10,n8,유드로얄,726,7616
11,n1,차도살인,1159,7400
12,n6,마카오박,761,7379
13,n5,리에스,917,6936
14,n4,홀리데인로마,2000,6739
15,n1,폭한,1973,6662
16,n0,sdfsfsdf,1667,5967
17,n10,윤형석,2006,5964
18,n1,뜨거운형제,1919,5877
19,n0,Vaga_Bond,711,5821
20,n4,의사면허정지,2006,5815
21,n10,송그림,1781,5644
22,n1,뭐이새기야,1438,5478
23,n24,Piracy,2011,5318
24,n2,댕아,2010,5293
25,n9,명궁revis,828,5094
26,n0,노을산마루,752,5057
27,n20,눈꽃잎,1714,4953
28,n8,아리검,2005,4832
29,n0,BeautifulLife,868,4809
30,n1,천국의기사1,1326,4671
31,n0,친구란두글자,954,4626
32,n10,꼬마여우_JM,748,4588
33,n0,별이랑사,1970,4506
34,n8,달빛바람v,1684,4504
35,n8,오데트,1915,4416
36,n9,무대뽀걸,1844,4382
37,n19,결점,2037,4321
38,n10,수성용,2001,4287
39,n8,윈도우걸,874,4180
40,n2,우르햄,1988,4160
41,n4,O___Oa,1984,4114
42,n0,타락한gg기사,878,4036
43,n0,멜로우키스,873,4036
44,n19,김인성2,1765,4029
45,n16,공약,2002,3983
46,n14,블러드체페쉬,2000,3853
47,n7,동관상사,867,3767
48,n10,뽀로로유치원,1980,3727
49,n9,Browns궁수,1325,3725
50,n10,혈마여련사,965,3707
51,n21,엔도르시,1962,3706
52,n7,핑크블루,2000,3670
53,n0,샷아빠,946,3525
54,n4,Twitter,1947,3488
55,n10,xKira,734,3458
56,n10,이양_조련,806,3409
57,n13,거치른이쁜걸,844,3357
58,n6,gojyosatoru,1976,3318
59,n2,황제나라짱,761,3269
60,n9,상콤발랄,855,3261
61,n3,코울슬로,1603,3237
62,n4,의사면허취소,1896,3194
63,n2,hong2,421,3179
64,n9,여전사도성,931,3164
65,n8,가품,1957,3125
66,n1,징한아이,928,3124
67,n6,블론드,1759,3116
68,n20,민소매,1376,3070
69,n11,예쁜누님,976,3069
70,n0,김새봄,781,2969
71,n1,퍼펙트챔피언,1382,2954
72,n10,미워할수없는존재,714,2927
73,n8,포세이돈의딸,1732,2925
74,n0,잭니클라우스,1286,2911
75,n2,?0firdoqwucfeki,517,2908
76,n1,파괴의신념,1500,2881
77,n24,xxXxXxx,1997,2848
78,n10,윈드에로우,909,2823
79,n2,아룡,705,2813
80,n4,철퇴로니뚝배기를,1513,2790
81,n20,지금니순간,1946,2763
82,n19,에넬,1934,2758
83,n1,칸황,1393,2746
84,n8,현아사랑v,2000,2714
85,n0,배리본즈,800,2688
86,n3,모뉴엘,1400,2640
87,n0,천황성,1049,2598
88,n19,료네,1893,2532
89,n10,무지개의안개,725,2517
90,n15,Tosihiro,1936,2512
91,n13,야채빵아,1981,2506
92,n0,보라두비,1794,2494
93,n1,야원,1024,2451
94,n8,틈새공략,910,2409
95,n9,JNS마창,1891,2391
96,n8,lnstagram,1940,2364
97,n0,날렵맨,764,2355
98,n6,웃을께이젠,800,2350
99,n16,사랑과정열을위해,1808,2344
100,n4,홀__리,1682,2343
