,職業,キャラクター,レベル,ポイント
1,n20,NapIes,2016,24665
2,n12,봉선생,1507,21673
3,n19,커럽,2024,19538
4,n10,핑크펄,1173,18853
5,n9,구공레이디,2001,18767
6,n19,Devas,2000,18577
7,n7,개킹받쥬,2000,18081
8,n8,켈미,2003,16332
9,n2,Vishnu,1990,15655
10,n16,최온,1899,15227
11,n8,yh창병,2025,15015
12,n7,임나엘,1910,14918
13,n8,바다의사랑,1804,14678
14,n9,먀옹,1628,14498
15,n16,잔댜르크,2000,13945
16,n14,강강술술,2000,13737
17,n22,덥크,1625,13395
18,n5,Brahma,2000,13362
19,n19,강술전용버프켈,1831,13339
20,n1,녹백,1623,12772
21,n5,혈색,1628,12390
22,n8,찰슨,2011,12135
23,n13,윙첼,2000,11973
24,n1,강술전용시머링,1842,11670
25,n9,신녀,2000,11427
26,n14,적치,1622,11266
27,n21,파초선,1975,10874
28,n9,뚫어드림,1881,10849
29,n9,뿌잉뽀잉,2002,10365
30,n2,그냥보조캐릭터,2000,10321
31,n7,우치하강술이,1730,10264
32,n12,체페시,2000,10211
33,n5,타락한강술,1731,9994
34,n0,CrimsonKnight,2000,9828
35,n4,q주몽p,856,9755
36,n19,사랑의인사,2008,9224
37,n23,연연술술,1697,9218
38,n9,얼짱소녀,763,9121
39,n2,1004대장,756,9072
40,n23,liillililililili,1626,8966
41,n20,지메,1870,8765
42,n20,찰슨_메,2003,8455
43,n8,silo,1904,8105
44,n8,우리반슛돌이,2008,7728
45,n8,Polaris,1373,7509
46,n8,아리아드,1928,7061
47,n13,이뮨,1616,7000
48,n4,지화자뉴달봉,1436,6910
49,n10,버디와친구들,1500,6844
50,n19,Mild_수인,1927,6690
51,n11,환락가,1486,6567
52,n6,서랍속통닭,1289,6559
53,n2,버비야,1356,6543
54,n23,금모으기운동,1678,6480
55,n0,Reilz,1952,6465
56,n1,돈키오테,2010,6345
57,n25,좀이쁜닉네임,1729,6275
58,n16,쥬금이_영,2001,6236
59,n0,이쁜아2,1258,6078
60,n7,갓무도가,1589,6038
61,n8,남천,2000,5938
62,n2,q삼족오p,853,5825
63,n0,실밥이니,1999,5772
64,n10,평화의행진곡,1571,5705
65,n10,우주소년,2003,5687
66,n3,헤차니스a,860,5561
67,n2,작열,759,5475
68,n7,스껄,1853,5432
69,n10,LakShmi,1571,5416
70,n4,s세라s,1926,5406
71,n10,한나수이,649,5248
72,n4,천사사랑3,759,5234
73,n10,버닝조련1,923,5142
74,n1,바른말고운말,1500,4813
75,n8,dfsfsgferw,781,4808
76,n9,적중100퍼,781,4808
77,n2,체리빙수,1957,4729
78,n18,단건우,1575,4668
79,n16,못난이님,1346,4629
80,n7,천천히크는사람,1281,4596
81,n8,어르신,964,4584
82,n2,Celebrity,1621,4551
83,n10,푸른달의마녀,344,4452
84,n8,유티,1418,4362
85,n6,인자무인,708,4304
86,n0,s가을동화s,792,4298
87,n9,눈꽃의희야,1304,4178
88,n23,지크하트,1593,4161
89,n8,너랭이,1422,4152
90,n21,쥬금이_이,1582,4040
91,n0,은하계수리공,657,4037
92,n11,핫식스포스,1886,4011
93,n19,수요타,1886,3979
94,n19,찰슨_수,1831,3976
95,n10,o여름향기o,846,3961
96,n1,핼리해성,1504,3894
97,n0,투옵,828,3867
98,n14,강강슐슐,1629,3859
99,n20,만년이2탄,1955,3854
100,n13,지지않는청춘,1755,3846
