,職業,キャラクター,レベル,ポイント
1,n12,봉선생,1500,21673
2,n10,핑크펄,1135,18852
3,n20,NapIes,2005,17238
4,n8,바다의사랑,1804,14678
5,n8,켈미,2002,13845
6,n9,구공레이디,1983,12830
7,n15,강강술술,1979,12727
8,n19,Devas,1895,12684
9,n16,최온,1792,12323
10,n7,임나엘,1810,12089
11,n19,커럽,1970,11921
12,n19,강술전용버프켈,1784,11517
13,n9,신녀,2000,11427
14,n7,개킹받쥬,1925,11089
15,n21,파초선,1975,10874
16,n3,Vishnu,1904,10711
17,n13,체페시,2000,10211
18,n9,먀옹,1608,9915
19,n4,q주몽p,856,9755
20,n1,강술전용시머링,1778,9381
21,n23,덥크,1604,9156
22,n9,얼짱소녀,763,9121
23,n2,1004대장,756,9072
24,n23,liillililililili,1626,8966
25,n7,우치하강술이,1664,8771
26,n23,연연술술,1656,8757
27,n16,잔댜르크,1886,8377
28,n5,타락한강술,1660,8354
29,n8,뚫어드림,1787,8293
30,n5,혈색,1610,8282
31,n8,silo,1901,8036
32,n0,녹백,1599,8004
33,n5,Brahma,1873,7972
34,n8,Polaris,1358,7484
35,n14,적치,1599,7482
36,n8,yh창병,1962,7367
37,n4,지화자뉴달봉,1363,6910
38,n10,버디와친구들,1491,6844
39,n8,아리아드,1882,6808
40,n11,환락가,1486,6567
41,n6,서랍속통닭,1289,6559
42,n2,버비야,1341,6543
43,n0,Reilz,1922,6460
44,n0,이쁜아2,1258,6078
45,n7,갓무도가,1588,6038
46,n13,윙첼,1852,5984
47,n8,남천,1927,5841
48,n2,q삼족오p,853,5825
49,n3,헤차니스a,860,5561
50,n2,작열,759,5475
51,n11,LakShmi,1571,5416
52,n9,뿌잉뽀잉,1862,5414
53,n10,한나수이,649,5248
54,n4,천사사랑3,759,5234
55,n8,찰슨,1913,5174
56,n10,버닝조련1,923,5142
57,n1,바른말고운말,1401,4813
58,n8,dfsfsgferw,781,4808
59,n9,적중100퍼,781,4808
60,n10,평화의행진곡,1570,4701
61,n1,CrimsonKnight,1851,4680
62,n16,못난이님,1346,4629
63,n7,천천히크는사람,1281,4596
64,n8,어르신,964,4584
65,n2,Celebrity,1621,4551
66,n10,푸른달의마녀,344,4452
67,n8,유티,1418,4362
68,n6,인자무인,708,4304
69,n0,s가을동화s,792,4298
70,n23,지크하트,1592,4161
71,n8,너랭이,1422,4152
72,n8,눈꽃의희야,1260,4117
73,n0,은하계수리공,657,4037
74,n10,o여름향기o,846,3961
75,n0,투옵,828,3867
76,n9,강한_,1616,3825
77,n10,사랑은유죄,904,3810
78,n16,IlIl레이지lIIl,931,3781
79,n7,레전더리,1501,3765
80,n2,그냥보조캐릭터,1655,3745
81,n13,정화목,938,3744
82,n18,쥬금이_수,1613,3737
83,n13,보라3,810,3704
84,n1,핼리해성,1420,3689
85,n24,좀이쁜닉네임,1605,3686
86,n10,재키찬75,745,3645
87,n1,무한사신,234,3625
88,n7,붉은보석을훔친자,885,3571
89,n0,보석전사,726,3547
90,n2,Izzy,1500,3475
91,n18,채륜,1506,3469
92,n16,메인모을거야,1470,3439
93,n12,정의무변,368,3392
94,n8,귀_족,1500,3389
95,n10,랑ol,753,3380
96,n4,s세라s,1787,3308
97,n7,혼란,1447,3246
98,n2,까칠한것들,367,3214
99,n0,꽃이겨울바람에게,856,3156
100,n20,딥스롯,1534,3146
