,職業,キャラクター,レベル,ポイント
1,n12,봉선생,1503,21673
2,n21,NapIes,2006,21255
3,n10,핑크펄,1152,18853
4,n8,켈미,2003,16332
5,n19,Devas,1971,15786
6,n9,구공레이디,2000,15751
7,n19,커럽,2010,15498
8,n16,최온,1899,15227
9,n7,개킹받쥬,2000,14931
10,n7,임나엘,1910,14918
11,n8,바다의사랑,1804,14678
12,n15,강강술술,2000,13737
13,n19,강술전용버프켈,1831,13339
14,n3,Vishnu,1964,13126
15,n9,먀옹,1620,12375
16,n1,강술전용시머링,1842,11670
17,n9,신녀,2000,11427
18,n22,덥크,1616,11270
19,n16,잔댜르크,1963,11174
20,n8,yh창병,2011,11018
21,n21,파초선,1975,10874
22,n9,뚫어드림,1881,10849
23,n5,혈색,1620,10824
24,n5,Brahma,1939,10822
25,n1,녹백,1614,10597
26,n7,우치하강술이,1730,10264
27,n12,체페시,2000,10211
28,n5,타락한강술,1731,9994
29,n4,q주몽p,856,9755
30,n14,적치,1612,9693
31,n8,찰슨,2005,9560
32,n23,연연술술,1697,9218
33,n9,얼짱소녀,763,9121
34,n2,1004대장,756,9072
35,n13,윙첼,1969,9056
36,n23,liillililililili,1626,8966
37,n8,silo,1904,8105
38,n9,뿌잉뽀잉,1940,8092
39,n8,Polaris,1373,7509
40,n0,CrimsonKnight,1948,7469
41,n2,그냥보조캐릭터,1934,7399
42,n4,지화자뉴달봉,1403,6910
43,n8,아리아드,1903,6909
44,n10,버디와친구들,1500,6844
45,n11,환락가,1486,6567
46,n6,서랍속통닭,1289,6559
47,n2,버비야,1356,6543
48,n0,Reilz,1952,6465
49,n20,찰슨_메,1983,6360
50,n25,좀이쁜닉네임,1729,6275
51,n0,이쁜아2,1258,6078
52,n7,갓무도가,1589,6038
53,n9,남천,1971,5852
54,n2,q삼족오p,853,5825
55,n10,평화의행진곡,1571,5705
56,n19,사랑의인사,1938,5572
57,n3,헤차니스a,860,5561
58,n2,작열,759,5475
59,n23,금모으기운동,1645,5448
60,n10,LakShmi,1571,5416
61,n10,한나수이,649,5248
62,n4,천사사랑3,759,5234
63,n10,버닝조련1,923,5142
64,n20,지메,1621,5078
65,n1,바른말고운말,1423,4813
66,n8,dfsfsgferw,781,4808
67,n9,적중100퍼,781,4808
68,n4,s세라s,1910,4711
69,n18,단건우,1575,4668
70,n16,못난이님,1346,4629
71,n7,천천히크는사람,1281,4596
72,n8,어르신,964,4584
73,n13,이뮨,1592,4577
74,n2,Celebrity,1621,4551
75,n19,Mild_수인,1814,4530
76,n10,푸른달의마녀,344,4452
77,n8,우리반슛돌이,1951,4389
78,n8,유티,1418,4362
79,n6,인자무인,708,4304
80,n0,s가을동화s,792,4298
81,n16,쥬금이_영,1879,4287
82,n23,지크하트,1592,4161
83,n8,너랭이,1422,4152
84,n8,눈꽃의희야,1277,4148
85,n0,은하계수리공,657,4037
86,n10,o여름향기o,846,3961
87,n0,투옵,828,3867
88,n9,강한_,1616,3825
89,n10,사랑은유죄,904,3810
90,n16,IlIl레이지lIIl,931,3781
91,n7,레전더리,1501,3765
92,n13,정화목,938,3744
93,n19,쥬금이_수,1614,3738
94,n1,핼리해성,1453,3713
95,n13,보라3,810,3704
96,n10,재키찬75,745,3645
97,n14,키썸,1579,3635
98,n1,무한사신,234,3625
99,n7,붉은보석을훔친자,885,3571
100,n0,보석전사,726,3547
