,職業,キャラクター,レベル,ポイント
1,n9,Deadly,1461,34168
2,n13,오리,2039,25416
3,n10,운좋은고양이,2025,23818
4,n9,다누리,1835,22973
5,n2,뉴삼총사,1894,21784
6,n0,산타루치노,2026,17830
7,n8,이치키,2031,17051
8,n0,운정리파괴자,2018,16554
9,n1,Guan_Yu,1459,16425
10,n20,전여친,1971,16352
11,n19,길선미,2034,15940
12,n22,리퍼지크,2038,15845
13,n7,와니천사,2000,15479
14,n7,_천상,1255,15359
15,n8,민쏘쏘,2000,15309
16,n14,마악마,2005,15265
17,n22,물련금,2000,15072
18,n8,HOOT,2014,14308
19,n24,얌시선장,2000,14286
20,n8,샤또지마,1971,14123
21,n2,감자고구마,2025,13794
22,n10,v1p1최강의조련사,882,13075
23,n7,금돌,2007,12854
24,n8,보찌,2020,12266
25,n2,지옥불_,1927,12257
26,n20,웅치킨,2022,12171
27,n7,기억해사랑해,1262,11740
28,n14,결제가아니라결재,2024,11720
29,n4,인생_콜전용,1714,11597
30,n0,헤독,2017,11416
31,n8,스마트무빙,1985,11257
32,n3,버닝12,1961,11204
33,n18,사학광학사,1604,11190
34,n8,maya,922,11136
35,n2,리트군,1304,10991
36,n7,잇섭,2014,10725
37,n8,아려니,2016,10466
38,n20,뱌이,2012,10351
39,n9,나를찾지마,2011,10306
40,n12,S2조자룡,1411,10306
41,n8,Lo또,2000,10206
42,n15,리촹,2011,10133
43,n2,SeungEE,2000,10093
44,n3,파이오니아,1923,10075
45,n10,빠칸,2011,9988
46,n20,유이퐁,2001,9823
47,n7,묵꼼,1844,9810
48,n12,주공주,1436,9806
49,n8,숑숑이활쏜다,2031,9804
50,n22,슈퍼파워연금,1908,9719
51,n8,한우육회,2000,9717
52,n0,여체1,2020,9697
53,n16,웅치키,2032,9674
54,n8,vvvvvvvvvvvvv,1747,9647
55,n25,짱친,2016,9643
56,n20,등치,2013,9565
57,n2,망파,1929,9548
58,n7,명량해전,2021,9532
59,n8,주악꾸악주의,2018,9471
60,n20,MILKMAID,1973,9375
61,n4,무드리치,2000,9186
62,n0,없노,1808,9154
63,n8,Hwal,1795,9117
64,n8,스카이부동산,2000,8909
65,n23,Gift_,1983,8860
66,n0,배스낚시,1514,8708
67,n20,지죤,2000,8633
68,n0,화이어,708,8600
69,n19,리정인,2011,8572
70,n8,지긋이창,2000,8567
71,n1,Trudy,1978,8560
72,n13,반짝반짝작은별,1917,8549
73,n13,너키,2005,8441
74,n9,귓볼탱탱,1457,8428
75,n9,가행건부,1772,8390
76,n4,삿제,1344,8379
77,n20,서하엘,1985,8367
78,n16,바라코스,2023,8308
79,n19,중약,2000,8193
80,n23,임플로드,2000,8176
81,n25,부선장,1340,8081
82,n23,돌아온연금,2000,7921
83,n6,투컷,1279,7888
84,n9,유로폼,2009,7865
85,n9,시옷,2009,7827
86,n7,장은일,1969,7800
87,n10,Dark다모,2011,7776
88,n8,죽어줄래,2022,7714
89,n8,심판,2021,7712
90,n19,차우니,1849,7597
91,n8,맹밍,2008,7516
92,n19,너랭이,2013,7497
93,n4,응묵,1920,7472
94,n19,풀업s,2000,7433
95,n20,SolarFlare,2000,7409
96,n22,탄알일발장전,1978,7405
97,n9,여교사,1821,7387
98,n10,장찬미,1688,7359
99,n23,보옹알,2003,7318
100,n6,깐지데쓰,899,7313
