,職業,キャラクター,レベル,ポイント
1,n9,Deadly,1457,34161
2,n8,다누리,1835,22973
3,n13,오리,2031,21938
4,n2,뉴삼총사,1894,21784
5,n10,운좋은고양이,2016,21578
6,n1,Guan_Yu,1459,16425
7,n20,전여친,1928,15920
8,n7,_천상,1255,15359
9,n0,산타루치노,2018,15315
10,n8,민쏘쏘,2000,15309
11,n22,물련금,2000,15072
12,n0,운정리파괴자,2014,14981
13,n8,이치키,2028,14641
14,n7,와니천사,1961,14490
15,n24,얌시선장,2000,14286
16,n14,마악마,2002,14273
17,n8,샤또지마,1963,14115
18,n19,길선미,2026,13545
19,n22,리퍼지크,2035,13344
20,n10,v1p1최강의조련사,882,13075
21,n8,HOOT,2013,13029
22,n7,금돌,2007,12854
23,n3,지옥불_,1927,12256
24,n7,기억해사랑해,1262,11740
25,n4,인생_콜전용,1714,11597
26,n0,헤독,2017,11416
27,n2,감자고구마,2022,11353
28,n8,스마트무빙,1985,11257
29,n8,maya,922,11136
30,n2,리트군,1304,10991
31,n19,사학광학사,1582,10963
32,n7,잇섭,2014,10725
33,n3,버닝12,1929,10421
34,n9,나를찾지마,2011,10306
35,n12,S2조자룡,1411,10306
36,n2,SeungEE,2000,10093
37,n8,아려니,2014,10028
38,n8,보찌,2013,9918
39,n20,웅치킨,2015,9905
40,n3,파이오니아,1910,9897
41,n20,유이퐁,2001,9823
42,n7,묵꼼,1844,9810
43,n8,Lo또,1992,9803
44,n8,vvvvvvvvvvvvv,1747,9647
45,n20,MILKMAID,1962,9337
46,n14,결제가아니라결재,2017,9249
47,n4,무드리치,2000,9186
48,n20,뱌이,2010,9182
49,n0,없노,1807,9144
50,n7,명량해전,2014,9117
51,n9,Hwal,1792,9114
52,n8,스카이부동산,2000,8909
53,n15,리촹,2006,8831
54,n12,주공주,1424,8786
55,n0,화이어,708,8600
56,n8,지긋이창,2000,8567
57,n13,반짝반짝작은별,1917,8549
58,n0,배스낚시,1506,8454
59,n8,한우육회,1966,8443
60,n9,가행건부,1772,8390
61,n9,귓볼탱탱,1453,8390
62,n5,삿제,1344,8379
63,n22,슈퍼파워연금,1866,8365
64,n16,바라코스,2023,8308
65,n13,너키,2004,8213
66,n10,빠칸,2009,8181
67,n23,Gift_,1973,8171
68,n25,부선장,1340,8081
69,n20,등치,2008,8080
70,n20,서하엘,1981,8074
71,n20,지죤,1992,8028
72,n2,망파,1881,8013
73,n23,돌아온연금,2000,7921
74,n6,투컷,1279,7888
75,n1,Trudy,1969,7866
76,n9,유로폼,2009,7865
77,n9,시옷,2009,7827
78,n20,SolarFlare,2000,7409
79,n22,탄알일발장전,1978,7405
80,n9,여교사,1821,7387
81,n23,보옹알,2003,7318
82,n6,깐지데쓰,899,7313
83,n19,너랭이,2010,7274
84,n1,여체1,2012,7250
85,n19,오랜방황의끝,2000,7250
86,n14,효됴르원펀치,1391,7250
87,n8,주악꾸악주의,2011,7166
88,n2,오사카_유니버셜,1366,7129
89,n24,망침,2009,7103
90,n16,웅치키,2023,7072
91,n21,핼버드,1683,7071
92,n8,심판,2016,7045
93,n0,하늘이다,906,7020
94,n8,숑숑이활쏜다,2017,6948
95,n2,천상마법지존,774,6904
96,n4,1____M,1930,6886
97,n4,웅드리치,2001,6848
98,n8,페르파,1809,6774
99,n23,임플로드,1996,6727
100,n12,춰콜릿,1893,6708
