,職業,キャラクター,レベル,ポイント
1,n8,Deadly,1451,34160
2,n8,다누리,1835,22973
3,n2,뉴삼총사,1893,21784
4,n10,운좋은고양이,2014,20664
5,n12,오리,2027,20416
6,n1,Guan_Yu,1459,16425
7,n20,전여친,1928,15920
8,n7,_천상,1255,15359
9,n8,민쏘쏘,2000,15309
10,n22,물련금,2000,15072
11,n24,얌시선장,2000,14286
12,n0,산타루치노,2013,14171
13,n8,샤또지마,1954,14098
14,n0,운정리파괴자,2012,14081
15,n14,마악마,2001,13813
16,n6,와니천사,1921,13748
17,n8,이치키,2024,13355
18,n10,v1p1최강의조련사,882,13075
19,n7,금돌,2007,12854
20,n3,지옥불_,1927,12256
21,n19,길선미,2025,12254
22,n8,HOOT,2013,12066
23,n22,리퍼지크,2033,11901
24,n7,기억해사랑해,1262,11740
25,n4,인생_콜전용,1714,11597
26,n0,헤독,2017,11416
27,n8,스마트무빙,1985,11257
28,n8,maya,922,11136
29,n2,리트군,1304,10991
30,n7,잇섭,2014,10725
31,n9,나를찾지마,2011,10306
32,n12,S2조자룡,1411,10306
33,n2,감자고구마,2021,10200
34,n2,SeungEE,2000,10093
35,n19,사학광학사,1489,10051
36,n3,버닝12,1922,9908
37,n8,아려니,2013,9848
38,n3,파이오니아,1896,9817
39,n7,묵꼼,1844,9810
40,n20,유이퐁,2000,9771
41,n8,vvvvvvvvvvvvv,1747,9647
42,n20,MILKMAID,1955,9322
43,n4,무드리치,2000,9186
44,n8,Lo또,1981,9165
45,n0,없노,1800,8980
46,n9,Hwal,1784,8951
47,n8,보찌,2008,8785
48,n7,명량해전,2010,8767
49,n0,화이어,708,8600
50,n20,웅치킨,2009,8574
51,n8,지긋이창,2000,8567
52,n13,반짝반짝작은별,1917,8549
53,n9,가행건부,1772,8390
54,n4,삿제,1344,8379
55,n16,바라코스,2023,8308
56,n20,뱌이,2007,8296
57,n15,리촹,2002,8273
58,n8,스카이부동산,1993,8252
59,n0,배스낚시,1497,8180
60,n13,주공주,1406,8089
61,n25,부선장,1340,8081
62,n9,귓볼탱탱,1440,8051
63,n14,결제가아니라결재,2013,8035
64,n22,돌아온연금,2000,7921
65,n6,투컷,1279,7888
66,n8,한우육회,1953,7857
67,n23,Gift_,1964,7769
68,n8,시옷,2009,7698
69,n8,유로폼,2009,7682
70,n22,슈퍼파워연금,1832,7574
71,n20,지죤,1986,7565
72,n20,서하엘,1969,7487
73,n20,등치,2005,7448
74,n20,SolarFlare,2000,7409
75,n22,탄알일발장전,1978,7405
76,n1,Trudy,1960,7402
77,n13,너키,2000,7330
78,n6,깐지데쓰,899,7313
79,n19,오랜방황의끝,2000,7250
80,n14,효됴르원펀치,1391,7250
81,n9,여교사,1804,7190
82,n2,오사카_유니버셜,1366,7129
83,n2,망파,1831,7117
84,n24,망침,2009,7103
85,n19,너랭이,2007,7080
86,n21,핼버드,1683,7071
87,n0,하늘이다,905,7020
88,n10,빠칸,2003,7004
89,n2,천상마법지존,774,6904
90,n4,1____M,1927,6886
91,n4,웅드리치,2001,6825
92,n8,페르파,1809,6774
93,n12,춰콜릿,1892,6708
94,n16,씽긋,1745,6700
95,n4,무기없는잇터님,2013,6626
96,n8,양갱수리,2000,6604
97,n4,튼실,2000,6414
98,n18,리정인,2000,6407
99,n8,심판,2013,6396
100,n8,주악꾸악주의,2007,6389
