,職業,キャラクター,レベル,ポイント
1,n9,Deadly,1436,34160
2,n8,다누리,1835,22973
3,n2,뉴삼총사,1891,21759
4,n10,운좋은고양이,2004,18142
5,n1,Guan_Yu,1459,16425
6,n13,오리,2010,16280
7,n7,_천상,1109,15355
8,n8,민쏘쏘,2000,15309
9,n20,전여친,1829,14984
10,n22,물련금,1971,14098
11,n8,샤또지마,1922,13991
12,n6,와니천사,1891,13230
13,n10,v1p1최강의조련사,882,13075
14,n7,금돌,2006,12813
15,n24,얌시선장,2000,12811
16,n14,마악마,1974,12258
17,n3,지옥불_,1916,12039
18,n7,기억해사랑해,1262,11740
19,n0,운정리파괴자,2003,11677
20,n4,인생_콜전용,1714,11597
21,n0,산타루치노,1997,11511
22,n8,스마트무빙,1985,11257
23,n8,maya,921,11136
24,n2,리트군,1304,10991
25,n0,헤독,2008,10713
26,n12,S2조자룡,1411,10306
27,n7,묵꼼,1844,9806
28,n8,vvvvvvvvvvvvv,1747,9647
29,n9,나를찾지마,2008,9547
30,n2,SeungEE,1977,9386
31,n8,이치키,2006,9285
32,n8,HOOT,2007,9269
33,n3,파이오니아,1840,9260
34,n19,사학광학사,1391,9189
35,n4,무드리치,2000,9186
36,n20,MILKMAID,1926,9087
37,n8,아려니,2005,8813
38,n3,버닝12,1893,8707
39,n0,화이어,708,8600
40,n0,없노,1793,8589
41,n13,반짝반짝작은별,1917,8549
42,n19,길선미,2011,8502
43,n9,가행건부,1772,8390
44,n4,삿제,1344,8379
45,n20,유이퐁,1958,8356
46,n9,Hwal,1768,8231
47,n24,부선장,1340,8081
48,n8,지긋이창,1987,8059
49,n23,돌아온연금,2000,7921
50,n6,투컷,1279,7888
51,n22,리퍼지크,2012,7867
52,n2,감자고구마,2008,7705
53,n7,명량해전,2002,7570
54,n8,Lo또,1943,7527
55,n0,배스낚시,1473,7428
56,n20,SolarFlare,2000,7409
57,n6,깐지데쓰,899,7313
58,n13,주공주,1356,7116
59,n2,오사카_유니버셜,1365,7104
60,n21,핼버드,1683,7071
61,n9,귓볼탱탱,1407,7023
62,n0,하늘이다,905,7020
63,n2,천상마법지존,774,6904
64,n4,1____M,1919,6863
65,n7,잇섭,1917,6817
66,n8,페르파,1809,6774
67,n12,춰콜릿,1892,6708
68,n16,씽긋,1745,6700
69,n14,효됴르원펀치,1384,6693
70,n8,여교사,1700,6612
71,n8,양갱수리,2000,6604
72,n19,오랜방황의끝,1979,6572
73,n23,Gift_,1921,6538
74,n19,리정인,2000,6407
75,n9,신민아이유인나,1812,6389
76,n13,너키,1933,6370
77,n6,리치골드,601,6310
78,n19,너랭이,1987,6236
79,n23,앙금술사,2000,6198
80,n8,최서린,2000,6108
81,n4,선비타천,1262,6095
82,n8,유로폼,2003,6032
83,n14,리촹,1923,6025
84,n20,일단믿어봐,1730,5992
85,n8,한우육회,1861,5928
86,n4,무기없는잇터님,2007,5916
87,n20,뱌이,1979,5893
88,n20,서하엘,1903,5889
89,n14,결제가아니라결재,1987,5885
90,n1,넌내꼬,1295,5858
91,n16,뛰낀,1840,5823
92,n1,Trudy,1916,5718
93,n6,오I톨0l,873,5692
94,n7,모다모다,2000,5661
95,n9,보찌,1915,5658
96,n7,김이준,1782,5648
97,n2,나는농부입니다,1869,5644
98,n12,얘린,1793,5634
99,n8,운좋지마,2003,5633
100,n8,스카이부동산,1915,5632
