,職業,キャラクター,レベル,ポイント
1,n9,insunsky,1680,16753
2,n10,천마신녀,1621,14651
3,n9,고운비,867,12654
4,n2,레드마인,1625,11111
5,n0,자연의마신,1471,10067
6,n9,test_1,853,9841
7,n2,다크루비,895,9400
8,n4,샤비o,1618,9357
9,n6,DestinyHERO2,1981,7920
10,n8,유드로얄,726,7616
11,n1,차도살인,1159,7400
12,n6,마카오박,761,7379
13,n5,리에스,917,6936
14,n1,폭한,1966,6600
15,n4,홀리데인로마,1995,6586
16,n1,뜨거운형제,1913,5877
17,n0,sdfsfsdf,1655,5837
18,n0,Vaga_Bond,711,5821
19,n10,송그림,1766,5571
20,n1,뭐이새기야,1438,5478
21,n10,윤형석,2004,5458
22,n4,의사면허정지,2003,5345
23,n2,댕아,2006,5126
24,n9,명궁revis,828,5094
25,n24,Piracy,2007,5069
26,n0,노을산마루,752,5057
27,n20,눈꽃잎,1714,4953
28,n0,BeautifulLife,868,4809
29,n1,천국의기사1,1316,4669
30,n8,아리검,2003,4661
31,n0,친구란두글자,954,4626
32,n10,꼬마여우_JM,748,4588
33,n8,달빛바람v,1676,4502
34,n0,별이랑사,1959,4384
35,n19,결점,2037,4321
36,n9,무대뽀걸,1830,4293
37,n10,수성용,2000,4285
38,n8,윈도우걸,874,4180
39,n0,타락한gg기사,878,4036
40,n0,멜로우키스,873,4036
41,n19,김인성2,1760,3987
42,n8,오데트,1888,3953
43,n15,블러드체페쉬,1998,3844
44,n7,동관상사,867,3767
45,n2,우르햄,1954,3754
46,n9,Browns궁수,1313,3713
47,n10,혈마여련사,965,3707
48,n4,O___Oa,1951,3653
49,n7,핑크블루,1996,3579
50,n21,엔도르시,1953,3578
51,n0,샷아빠,946,3525
52,n16,공약,2000,3506
53,n4,Twitter,1942,3476
54,n10,xKira,734,3458
55,n10,이양_조련,806,3409
56,n13,거치른이쁜걸,844,3357
57,n2,황제나라짱,761,3269
58,n9,상콤발랄,855,3261
59,n10,뽀로로유치원,1946,3234
60,n2,hong2,421,3179
61,n3,코울슬로,1593,3170
62,n9,여전사도성,931,3164
63,n1,징한아이,928,3124
64,n6,블론드,1759,3116
65,n20,민소매,1376,3070
66,n11,예쁜누님,976,3069
67,n0,김새봄,781,2969
68,n8,가품,1940,2962
69,n1,퍼펙트챔피언,1382,2954
70,n10,미워할수없는존재,714,2927
71,n8,포세이돈의딸,1732,2925
72,n6,gojyosatoru,1937,2921
73,n0,잭니클라우스,1281,2911
74,n2,?0firdoqwucfeki,517,2908
75,n1,파괴의신념,1500,2881
76,n10,윈드에로우,909,2823
77,n2,아룡,705,2813
78,n4,철퇴로니뚝배기를,1513,2790
79,n24,xxXxXxx,1986,2781
80,n19,에넬,1931,2754
81,n1,칸황,1393,2746
82,n8,현아사랑v,2000,2714
83,n0,배리본즈,800,2688
84,n4,의사면허취소,1853,2685
85,n3,모뉴엘,1400,2640
86,n0,천황성,1049,2598
87,n10,무지개의안개,725,2517
88,n0,보라두비,1794,2494
89,n1,야원,1024,2451
90,n13,야채빵아,1974,2433
91,n8,틈새공략,910,2409
92,n15,Tosihiro,1925,2399
93,n8,lnstagram,1934,2364
94,n0,날렵맨,764,2355
95,n6,웃을께이젠,800,2350
96,n16,사랑과정열을위해,1808,2344
97,n2,이상복,888,2305
98,n0,키노악마,715,2304
99,n10,가람_영원,782,2276
100,n9,JNS마창,1873,2266
