,職業,キャラクター,レベル,ポイント
1,n9,insunsky,1664,16606
2,n10,천마신녀,1613,14651
3,n9,고운비,867,12654
4,n2,레드마인,1617,11111
5,n0,자연의마신,1441,10002
6,n9,test_1,853,9841
7,n2,다크루비,895,9400
8,n4,샤비o,1610,9357
9,n6,DestinyHERO2,1964,7713
10,n8,유드로얄,726,7616
11,n1,차도살인,1159,7400
12,n6,마카오박,761,7379
13,n5,리에스,917,6936
14,n1,폭한,1950,6437
15,n4,홀리데인로마,1986,6341
16,n1,뜨거운형제,1899,5875
17,n0,Vaga_Bond,711,5821
18,n0,sdfsfsdf,1638,5568
19,n1,뭐이새기야,1438,5478
20,n10,송그림,1725,5400
21,n9,명궁revis,828,5094
22,n0,노을산마루,752,5057
23,n20,눈꽃잎,1714,4953
24,n2,댕아,2004,4934
25,n24,Piracy,2002,4818
26,n0,BeautifulLife,868,4809
27,n10,윤형석,2000,4688
28,n4,의사면허정지,2000,4674
29,n1,천국의기사1,1308,4664
30,n0,친구란두글자,954,4626
31,n10,꼬마여우_JM,748,4588
32,n8,달빛바람v,1667,4502
33,n8,아리검,2000,4422
34,n10,수성용,2000,4282
35,n19,결점,2036,4265
36,n9,무대뽀걸,1817,4228
37,n0,별이랑사,1940,4208
38,n8,윈도우걸,874,4180
39,n0,타락한gg기사,878,4036
40,n0,멜로우키스,873,4036
41,n19,김인성2,1752,3866
42,n7,동관상사,867,3767
43,n9,Browns궁수,1305,3713
44,n10,혈마여련사,965,3707
45,n15,블러드체페쉬,1980,3683
46,n0,샷아빠,946,3525
47,n10,xKira,734,3458
48,n10,이양_조련,806,3409
49,n4,Twitter,1928,3383
50,n21,엔도르시,1939,3373
51,n13,거치른이쁜걸,844,3357
52,n7,핑크블루,1981,3328
53,n2,황제나라짱,761,3269
54,n9,상콤발랄,855,3261
55,n8,오데트,1792,3188
56,n2,hong2,421,3179
57,n9,여전사도성,931,3164
58,n2,우르햄,1913,3128
59,n1,징한아이,928,3124
60,n6,블론드,1759,3116
61,n20,민소매,1376,3070
62,n11,예쁜누님,976,3069
63,n3,코울슬로,1577,3064
64,n4,O___Oa,1909,3039
65,n0,김새봄,781,2969
66,n1,퍼펙트챔피언,1382,2954
67,n10,미워할수없는존재,714,2927
68,n8,포세이돈의딸,1732,2925
69,n2,?0firdoqwucfeki,517,2908
70,n0,잭니클라우스,1270,2904
71,n1,파괴의신념,1500,2881
72,n10,윈드에로우,909,2823
73,n2,아룡,705,2813
74,n16,공약,1980,2812
75,n4,철퇴로니뚝배기를,1513,2790
76,n1,칸황,1393,2746
77,n0,배리본즈,800,2688
78,n19,에넬,1919,2665
79,n24,xxXxXxx,1959,2661
80,n8,현아사랑v,1995,2656
81,n8,가품,1905,2646
82,n3,모뉴엘,1400,2640
83,n0,천황성,1049,2598
84,n10,무지개의안개,725,2517
85,n0,보라두비,1794,2494
86,n10,뽀로로유치원,1888,2452
87,n1,야원,1024,2451
88,n8,틈새공략,910,2409
89,n8,lnstagram,1920,2364
90,n0,날렵맨,764,2355
91,n6,웃을께이젠,800,2350
92,n16,사랑과정열을위해,1808,2344
93,n13,야채빵아,1963,2331
94,n15,Tosihiro,1910,2308
95,n2,이상복,888,2305
96,n0,키노악마,715,2304
97,n6,gojyosatoru,1895,2302
98,n10,가람_영원,782,2276
99,n16,다비니,1382,2250
100,n7,INEEDU,1928,2200
