,職業,キャラクター,レベル,ポイント
1,n12,봉선생,1500,21673
2,n10,핑크펄,1135,18852
3,n20,NapIes,2005,17934
4,n8,바다의사랑,1804,14678
5,n8,켈미,2003,14511
6,n9,구공레이디,1995,13277
7,n15,강강술술,1993,13253
8,n19,Devas,1911,13183
9,n16,최온,1829,13052
10,n7,임나엘,1835,12647
11,n19,커럽,1996,12627
12,n19,강술전용버프켈,1795,11883
13,n7,개킹받쥬,1945,11762
14,n9,신녀,2000,11427
15,n3,Vishnu,1915,11084
16,n21,파초선,1975,10874
17,n9,먀옹,1611,10373
18,n13,체페시,2000,10211
19,n1,강술전용시머링,1789,9806
20,n4,q주몽p,856,9755
21,n22,덥크,1606,9531
22,n9,얼짱소녀,763,9121
23,n2,1004대장,756,9072
24,n7,우치하강술이,1674,9066
25,n23,liillililililili,1626,8966
26,n8,뚫어드림,1818,8849
27,n16,잔댜르크,1905,8816
28,n5,혈색,1612,8796
29,n23,연연술술,1656,8757
30,n5,타락한강술,1668,8630
31,n0,녹백,1602,8501
32,n5,Brahma,1885,8440
33,n8,silo,1904,8105
34,n8,yh창병,1991,8056
35,n14,적치,1601,7892
36,n8,Polaris,1358,7486
37,n4,지화자뉴달봉,1369,6910
38,n10,버디와친구들,1491,6844
39,n8,아리아드,1882,6808
40,n11,환락가,1486,6567
41,n6,서랍속통닭,1289,6559
42,n2,버비야,1345,6543
43,n13,윙첼,1888,6473
44,n0,Reilz,1926,6460
45,n0,이쁜아2,1258,6078
46,n7,갓무도가,1588,6038
47,n8,찰슨,1940,5928
48,n8,남천,1934,5842
49,n2,q삼족오p,853,5825
50,n9,뿌잉뽀잉,1868,5607
51,n3,헤차니스a,860,5561
52,n2,작열,759,5475
53,n11,LakShmi,1571,5416
54,n10,평화의행진곡,1571,5309
55,n10,한나수이,649,5248
56,n4,천사사랑3,759,5234
57,n1,CrimsonKnight,1878,5191
58,n10,버닝조련1,923,5142
59,n1,바른말고운말,1401,4813
60,n8,dfsfsgferw,781,4808
61,n9,적중100퍼,781,4808
62,n16,못난이님,1346,4629
63,n7,천천히크는사람,1281,4596
64,n8,어르신,964,4584
65,n2,Celebrity,1621,4551
66,n10,푸른달의마녀,344,4452
67,n8,유티,1418,4362
68,n6,인자무인,708,4304
69,n0,s가을동화s,792,4298
70,n2,그냥보조캐릭터,1692,4268
71,n25,좀이쁜닉네임,1632,4247
72,n23,지크하트,1592,4161
73,n8,너랭이,1422,4152
74,n8,눈꽃의희야,1265,4130
75,n0,은하계수리공,657,4037
76,n10,o여름향기o,846,3961
77,n0,투옵,828,3867
78,n9,강한_,1616,3825
79,n10,사랑은유죄,904,3810
80,n16,IlIl레이지lIIl,931,3781
81,n7,레전더리,1501,3765
82,n13,정화목,938,3744
83,n19,쥬금이_수,1613,3737
84,n13,보라3,810,3704
85,n1,핼리해성,1425,3689
86,n10,재키찬75,745,3645
87,n1,무한사신,234,3625
88,n4,s세라s,1815,3621
89,n23,금모으기운동,1591,3573
90,n7,붉은보석을훔친자,885,3571
91,n0,보석전사,726,3547
92,n20,딥스롯,1556,3529
93,n2,Izzy,1500,3475
94,n18,채륜,1506,3469
95,n16,메인모을거야,1470,3439
96,n7,숫찰떡,1577,3392
97,n12,정의무변,368,3392
98,n8,귀_족,1500,3389
99,n10,랑ol,753,3380
100,n7,혼란,1447,3246
