,職業,キャラクター,レベル,ポイント
1,n9,Deadly,1458,34161
2,n8,다누리,1835,22973
3,n13,오리,2032,22097
4,n2,뉴삼총사,1894,21784
5,n10,운좋은고양이,2016,21648
6,n1,Guan_Yu,1459,16425
7,n20,전여친,1928,15920
8,n0,산타루치노,2018,15432
9,n7,_천상,1255,15359
10,n8,민쏘쏘,2000,15309
11,n22,물련금,2000,15072
12,n0,운정리파괴자,2014,15057
13,n8,이치키,2028,14759
14,n7,와니천사,1964,14539
15,n14,마악마,2002,14343
16,n24,얌시선장,2000,14286
17,n8,샤또지마,1964,14115
18,n19,길선미,2026,13649
19,n22,리퍼지크,2035,13434
20,n8,HOOT,2014,13125
21,n10,v1p1최강의조련사,882,13075
22,n7,금돌,2007,12854
23,n3,지옥불_,1927,12256
24,n7,기억해사랑해,1262,11740
25,n4,인생_콜전용,1714,11597
26,n2,감자고구마,2022,11464
27,n0,헤독,2017,11416
28,n8,스마트무빙,1985,11257
29,n8,maya,922,11136
30,n19,사학광학사,1588,11028
31,n2,리트군,1304,10991
32,n7,잇섭,2014,10725
33,n3,버닝12,1929,10421
34,n9,나를찾지마,2011,10306
35,n12,S2조자룡,1411,10306
36,n2,SeungEE,2000,10093
37,n8,아려니,2014,10046
38,n8,보찌,2013,10034
39,n20,웅치킨,2016,10013
40,n3,파이오니아,1911,9904
41,n8,Lo또,1993,9852
42,n20,유이퐁,2001,9823
43,n7,묵꼼,1844,9810
44,n8,vvvvvvvvvvvvv,1747,9647
45,n14,결제가아니라결재,2017,9349
46,n20,MILKMAID,1963,9337
47,n20,뱌이,2011,9256
48,n4,무드리치,2000,9186
49,n0,없노,1808,9153
50,n7,명량해전,2014,9117
51,n9,Hwal,1793,9114
52,n8,스카이부동산,2000,8909
53,n15,리촹,2007,8875
54,n12,주공주,1425,8842
55,n0,화이어,708,8600
56,n8,지긋이창,2000,8567
57,n13,반짝반짝작은별,1917,8549
58,n8,한우육회,1967,8512
59,n0,배스낚시,1506,8454
60,n22,슈퍼파워연금,1869,8431
61,n9,귓볼탱탱,1453,8391
62,n9,가행건부,1772,8390
63,n5,삿제,1344,8379
64,n13,너키,2005,8327
65,n16,바라코스,2023,8308
66,n10,빠칸,2010,8290
67,n23,Gift_,1973,8202
68,n20,등치,2008,8130
69,n20,서하엘,1982,8117
70,n2,망파,1885,8092
71,n25,부선장,1340,8081
72,n20,지죤,1993,8075
73,n23,돌아온연금,2000,7921
74,n1,Trudy,1969,7889
75,n6,투컷,1279,7888
76,n9,유로폼,2009,7865
77,n9,시옷,2009,7827
78,n20,SolarFlare,2000,7409
79,n22,탄알일발장전,1978,7405
80,n9,여교사,1821,7387
81,n1,여체1,2012,7365
82,n23,보옹알,2003,7318
83,n6,깐지데쓰,899,7313
84,n19,너랭이,2010,7289
85,n19,오랜방황의끝,2000,7250
86,n14,효됴르원펀치,1391,7250
87,n8,주악꾸악주의,2011,7245
88,n16,웅치키,2023,7204
89,n2,오사카_유니버셜,1366,7129
90,n24,망침,2009,7103
91,n8,숑숑이활쏜다,2017,7079
92,n21,핼버드,1683,7071
93,n8,심판,2016,7056
94,n0,하늘이다,906,7020
95,n2,천상마법지존,774,6904
96,n4,1____M,1930,6886
97,n4,웅드리치,2001,6848
98,n23,임플로드,1998,6800
99,n25,짱친,2011,6778
100,n8,페르파,1809,6774
