,職業,キャラクター,レベル,ポイント
1,n9,insunsky,1640,16060
2,n10,천마신녀,1584,14651
3,n9,고운비,867,12654
4,n2,레드마인,1589,11111
5,n9,test_1,853,9841
6,n0,자연의마신,1367,9746
7,n2,다크루비,895,9400
8,n4,샤비o,1581,9357
9,n8,유드로얄,726,7616
10,n1,차도살인,1159,7400
11,n6,마카오박,761,7379
12,n6,DestinyHERO2,1901,7062
13,n5,리에스,917,6936
14,n1,폭한,1898,6080
15,n1,뜨거운형제,1881,5873
16,n0,Vaga_Bond,711,5821
17,n4,홀리데인로마,1934,5565
18,n1,뭐이새기야,1438,5478
19,n1,sdfsfsdf,1598,5406
20,n9,명궁revis,828,5094
21,n0,노을산마루,752,5057
22,n10,송그림,1630,5024
23,n20,눈꽃잎,1714,4953
24,n0,BeautifulLife,868,4809
25,n1,천국의기사1,1286,4660
26,n0,친구란두글자,954,4626
27,n10,꼬마여우_JM,748,4588
28,n8,윈도우걸,874,4180
29,n9,무대뽀걸,1796,4054
30,n0,타락한gg기사,878,4036
31,n0,멜로우키스,873,4036
32,n2,댕아,1980,4010
33,n8,달빛바람v,1635,3957
34,n8,아리검,1955,3805
35,n7,동관상사,867,3767
36,n0,별이랑사,1887,3742
37,n9,Browns궁수,1283,3713
38,n10,혈마여련사,965,3707
39,n10,수성용,1943,3587
40,n24,Piracy,1930,3556
41,n0,샷아빠,946,3525
42,n10,xKira,734,3458
43,n10,이양_조련,806,3409
44,n15,블러드체페쉬,1931,3391
45,n13,거치른이쁜걸,844,3357
46,n2,황제나라짱,761,3269
47,n9,상콤발랄,855,3261
48,n4,Twitter,1904,3222
49,n19,김인성2,1706,3211
50,n2,hong2,421,3179
51,n9,여전사도성,931,3164
52,n1,징한아이,928,3124
53,n6,블론드,1759,3116
54,n20,민소매,1376,3070
55,n11,예쁜누님,976,3069
56,n19,결점,2009,2984
57,n0,김새봄,781,2969
58,n1,퍼펙트챔피언,1366,2954
59,n4,의사면허정지,1904,2941
60,n10,미워할수없는존재,714,2927
61,n8,포세이돈의딸,1732,2925
62,n2,?0firdoqwucfeki,517,2908
63,n0,잭니클라우스,1255,2889
64,n1,파괴의신념,1500,2881
65,n10,윈드에로우,909,2823
66,n3,코울슬로,1558,2816
67,n2,아룡,705,2813
68,n10,윤형석,1903,2804
69,n4,철퇴로니뚝배기를,1513,2790
70,n21,엔도르시,1893,2787
71,n7,핑크블루,1920,2769
72,n1,칸황,1393,2746
73,n0,배리본즈,800,2688
74,n3,모뉴엘,1400,2640
75,n0,천황성,1049,2598
76,n19,에넬,1890,2597
77,n10,무지개의안개,725,2517
78,n0,보라두비,1794,2494
79,n8,현아사랑v,1953,2474
80,n1,야원,1024,2451
81,n24,xxXxXxx,1926,2431
82,n8,틈새공략,910,2409
83,n8,lnstagram,1894,2364
84,n0,날렵맨,764,2355
85,n6,웃을께이젠,800,2350
86,n16,사랑과정열을위해,1808,2344
87,n2,이상복,887,2305
88,n0,키노악마,715,2304
89,n10,가람_영원,782,2276
90,n16,다비니,1382,2250
91,n1,Ol노무시키,1322,2177
92,n2,바람의법사z,785,2159
93,n6,도시를훔처라,872,2133
94,n7,INEEDU,1902,2127
95,n23,너의얼굴연금중,1800,2094
96,n0,인휴,900,2071
97,n13,야채빵아,1923,2067
98,n4,오늘그녀순간,1579,2040
99,n3,정품이라고,1029,2039
100,n1,보고또보고,1269,2037
