,,,,
1,,봉선생,1462,21673
2,,핑크펄,1057,18852
3,,바다의사랑,1755,14061
4,,q주몽p,856,9755
5,,NapIes,1780,9618
6,,얼짱소녀,763,9121
7,,1004대장,756,9072
8,,신녀,1770,7565
9,,Polaris,1358,7484
10,,구공레이디,1751,7122
11,,지화자뉴달봉,1296,6910
12,,켈미,1760,6648
13,,강강술술,1743,6628
14,,서랍속통닭,1282,6547
15,,버비야,1281,6543
16,,아리아드,1710,6398
17,,Reilz,1755,6366
18,,이쁜아2,1258,6078
19,,체페시,1752,5957
20,,Devas,1567,5919
21,,q삼족오p,853,5825
22,,파초선,1644,5801
23,,남천,1751,5786
24,,Vishnu,1616,5707
25,,헤차니스a,860,5561
26,,작열,759,5475
27,,강술전용버프켈,1498,5468
28,,개킹받쥬,1581,5275
29,,한나수이,649,5248
30,,천사사랑3,759,5234
31,,버닝조련1,923,5142
32,,우치하강술이,1486,5119
33,,최온,1441,5107
34,,강술전용시머링,1509,5063
35,,연연술술,1490,5045
36,,바른말고운말,1304,4813
37,,dfsfsgferw,781,4808
38,,적중100퍼,781,4808
39,,못난이님,1346,4629
40,,임나엘,1529,4607
41,,천천히크는사람,1281,4596
42,,어르신,961,4583
43,,silo,1733,4563
44,,Celebrity,1621,4551
45,,푸른달의마녀,344,4452
46,,유티,1418,4362
47,,인자무인,708,4304
48,,s가을동화s,792,4298
49,,커럽,1467,4189
50,,지크하트,1589,4161
51,,너랭이,1422,4152
52,,타락한강술,1491,4129
53,,눈꽃의희야,1232,4096
54,,베르디노,947,4051
55,,은하계수리공,657,4037
56,,덥크,1344,4032
57,,o여름향기o,846,3961
58,,liillililililili,1374,3929
59,,투옵,828,3867
60,,사랑은유죄,904,3810
61,,IlIl레이지lIIl,930,3781
62,,정화목,938,3744
63,,보라3,810,3704
64,,먀옹,1326,3673
65,,재키찬75,745,3645
66,,무한사신,234,3625
67,,붉은보석을훔친자,885,3571
68,,보석전사,726,3547
69,,핼리해성,1339,3536
70,,레전더리,1474,3413
71,,정의무변,368,3392
72,,랑ol,753,3380
73,,까칠한것들,367,3214
74,,꽃이겨울바람에게,856,3156
75,,대천사라파엘,753,3146
76,,앙앙프리츠,771,3130
77,,건방진것들,368,3118
78,,메인모을거야,1457,3090
79,,혈색,1424,3086
80,,갓무도가,1457,3077
81,,트루디꼬봉,649,3022
82,,채륜,1474,2963
83,,보조하는전사,1404,2960
84,,블랙홀즈,1075,2916
85,,레전드박창훈,701,2872
86,,창공의소환사,727,2760
87,,템빨,913,2716
88,,하리아,732,2705
89,,아랑사또,831,2701
90,,보라2,831,2701
91,,낭만달순이,1330,2686
92,,소리없는나무,934,2678
93,,어색한미소,921,2672
94,,바헬의검,924,2670
95,,의향,871,2665
96,,녹백,1256,2641
97,,트루디3,682,2620
98,,버디와친구들,1250,2549
99,,헤머13,876,2492
100,,Izzy,1454,2474
