,職業,キャラクター,レベル,ポイント
1,n12,봉선생,1480,21673
2,n10,핑크펄,1126,18852
3,n8,바다의사랑,1804,14678
4,n21,NapIes,1964,14472
5,n8,켈미,1951,11385
6,n15,강강술술,1922,10793
7,n9,구공레이디,1894,10650
8,n19,Devas,1830,10461
9,n19,강술전용버프켈,1728,10084
10,n16,최온,1605,10036
11,n4,q주몽p,856,9755
12,n7,임나엘,1731,9684
13,n9,신녀,1957,9617
14,n19,커럽,1857,9231
15,n21,파초선,1911,9212
16,n3,Vishnu,1841,9169
17,n9,얼짱소녀,763,9121
18,n2,1004대장,756,9072
19,n7,개킹받쥬,1845,9020
20,n23,liillililililili,1611,8720
21,n12,체페시,1946,8533
22,n1,강술전용시머링,1715,8238
23,n23,연연술술,1641,8228
24,n23,덥크,1577,8207
25,n7,우치하강술이,1637,7899
26,n9,먀옹,1574,7899
27,n8,Polaris,1358,7484
28,n5,타락한강술,1632,7274
29,n8,silo,1860,7107
30,n4,지화자뉴달봉,1343,6910
31,n8,아리아드,1839,6689
32,n6,서랍속통닭,1289,6559
33,n2,버비야,1323,6543
34,n1,녹백,1550,6428
35,n10,버디와친구들,1481,6423
36,n0,Reilz,1877,6417
37,n5,혈색,1583,6375
38,n16,잔댜르크,1773,6281
39,n9,뚫어드림,1562,6217
40,n11,환락가,1476,6147
41,n0,이쁜아2,1258,6078
42,n5,Brahma,1782,5925
43,n8,남천,1888,5838
44,n2,q삼족오p,853,5825
45,n14,적치,1559,5773
46,n3,헤차니스a,860,5561
47,n2,작열,759,5475
48,n7,갓무도가,1556,5353
49,n10,한나수이,649,5248
50,n4,천사사랑3,759,5234
51,n10,버닝조련1,923,5142
52,n8,yh창병,1852,4873
53,n1,바른말고운말,1401,4813
54,n8,dfsfsgferw,781,4808
55,n9,적중100퍼,781,4808
56,n16,못난이님,1346,4629
57,n7,천천히크는사람,1281,4596
58,n11,LakShmi,1540,4593
59,n8,어르신,964,4584
60,n2,Celebrity,1621,4551
61,n10,푸른달의마녀,344,4452
62,n8,유티,1418,4362
63,n6,인자무인,708,4304
64,n0,s가을동화s,792,4298
65,n23,지크하트,1592,4161
66,n8,너랭이,1422,4152
67,n8,눈꽃의희야,1246,4100
68,n0,은하계수리공,657,4037
69,n10,o여름향기o,846,3961
70,n0,투옵,828,3867
71,n10,사랑은유죄,904,3810
72,n16,IlIl레이지lIIl,931,3781
73,n7,레전더리,1501,3765
74,n13,정화목,938,3744
75,n19,쥬금이_수,1613,3737
76,n13,보라3,810,3704
77,n1,핼리해성,1401,3689
78,n10,재키찬75,745,3645
79,n13,윙첼,1506,3626
80,n1,무한사신,234,3625
81,n7,붉은보석을훔친자,885,3571
82,n0,보석전사,726,3547
83,n2,Izzy,1500,3475
84,n18,채륜,1506,3469
85,n9,강한_,1570,3452
86,n16,메인모을거야,1466,3438
87,n12,정의무변,368,3392
88,n10,랑ol,753,3380
89,n8,귀_족,1492,3346
90,n2,까칠한것들,367,3214
91,n9,뿌잉뽀잉,1621,3197
92,n0,꽃이겨울바람에게,856,3156
93,n2,대천사라파엘,753,3146
94,n10,앙앙프리츠,771,3130
95,n10,건방진것들,368,3118
96,n8,트루디꼬봉,649,3022
97,n1,보조하는전사,1404,2960
98,n7,혼란,1429,2936
99,n23,Gunpowder,1558,2927
100,n3,블랙홀즈,1090,2916
