,職業,キャラクター,レベル,ポイント
1,n12,봉선생,1502,21673
2,n21,NapIes,2006,20600
3,n10,핑크펄,1150,18853
4,n8,켈미,2003,16332
5,n9,구공레이디,2000,15231
6,n16,최온,1899,15227
7,n19,Devas,1957,15219
8,n7,임나엘,1910,14918
9,n19,커럽,2006,14699
10,n8,바다의사랑,1804,14678
11,n7,개킹받쥬,2000,14272
12,n15,강강술술,2000,13737
13,n19,강술전용버프켈,1825,13063
14,n3,Vishnu,1954,12694
15,n9,먀옹,1617,11925
16,n9,신녀,2000,11427
17,n1,강술전용시머링,1836,11359
18,n22,덥크,1613,10924
19,n21,파초선,1975,10874
20,n9,뚫어드림,1881,10849
21,n16,잔댜르크,1952,10657
22,n5,혈색,1617,10483
23,n5,Brahma,1928,10255
24,n12,체페시,2000,10211
25,n1,녹백,1610,10161
26,n8,yh창병,2006,10154
27,n7,우치하강술이,1724,10077
28,n4,q주몽p,856,9755
29,n5,타락한강술,1721,9740
30,n14,적치,1608,9356
31,n9,얼짱소녀,763,9121
32,n2,1004대장,756,9072
33,n23,연연술술,1679,9019
34,n23,liillililililili,1626,8966
35,n8,찰슨,2002,8747
36,n13,윙첼,1957,8481
37,n8,silo,1904,8105
38,n9,뿌잉뽀잉,1928,7517
39,n8,Polaris,1373,7509
40,n0,CrimsonKnight,1938,7046
41,n4,지화자뉴달봉,1390,6910
42,n9,아리아드,1893,6864
43,n10,버디와친구들,1500,6844
44,n2,그냥보조캐릭터,1915,6730
45,n11,환락가,1486,6567
46,n6,서랍속통닭,1289,6559
47,n2,버비야,1356,6543
48,n0,Reilz,1952,6465
49,n25,좀이쁜닉네임,1729,6275
50,n0,이쁜아2,1258,6078
51,n7,갓무도가,1589,6038
52,n9,남천,1965,5849
53,n2,q삼족오p,853,5825
54,n10,평화의행진곡,1571,5705
55,n3,헤차니스a,860,5561
56,n2,작열,759,5475
57,n20,찰슨_메,1962,5447
58,n10,LakShmi,1571,5416
59,n10,한나수이,649,5248
60,n4,천사사랑3,759,5234
61,n10,버닝조련1,923,5142
62,n23,금모으기운동,1632,5056
63,n19,사랑의인사,1904,4833
64,n1,바른말고운말,1401,4813
65,n8,dfsfsgferw,781,4808
66,n9,적중100퍼,781,4808
67,n18,단건우,1575,4668
68,n16,못난이님,1346,4629
69,n7,천천히크는사람,1281,4596
70,n8,어르신,964,4584
71,n4,s세라s,1904,4559
72,n2,Celebrity,1621,4551
73,n20,지메,1591,4527
74,n10,푸른달의마녀,344,4452
75,n8,유티,1418,4362
76,n6,인자무인,708,4304
77,n0,s가을동화s,792,4298
78,n23,지크하트,1592,4161
79,n8,너랭이,1422,4152
80,n8,눈꽃의희야,1274,4146
81,n13,이뮨,1578,4125
82,n0,은하계수리공,657,4037
83,n10,o여름향기o,846,3961
84,n19,Mild_수인,1772,3944
85,n0,투옵,828,3867
86,n9,강한_,1616,3825
87,n10,사랑은유죄,904,3810
88,n16,IlIl레이지lIIl,931,3781
89,n7,레전더리,1501,3765
90,n13,정화목,938,3744
91,n18,쥬금이_수,1613,3737
92,n1,핼리해성,1448,3713
93,n13,보라3,810,3704
94,n10,재키찬75,745,3645
95,n1,무한사신,234,3625
96,n7,붉은보석을훔친자,885,3571
97,n0,보석전사,726,3547
98,n8,우리반슛돌이,1880,3480
99,n2,Izzy,1500,3475
100,n18,채륜,1506,3469
