,職業,キャラクター,レベル,ポイント
1,n19,커럽,2041,27116
2,n20,NapIes,2016,24743
3,n12,봉선생,1515,21673
4,n8,yh창병,2037,21326
5,n9,먀옹,1876,19436
6,n10,핑크펄,1187,18853
7,n9,구공레이디,2001,18822
8,n19,Devas,2000,18635
9,n22,덥크,1857,18169
10,n7,개킹받쥬,2000,18143
11,n1,녹백,1829,17243
12,n5,혈색,1874,16569
13,n2,그냥보조캐릭터,2013,16471
14,n8,켈미,2003,16332
15,n20,지메,2000,15843
16,n19,사랑의인사,2026,15741
17,n2,Vishnu,1990,15712
18,n14,적치,1856,15635
19,n16,최온,1899,15227
20,n7,임나엘,1910,14918
21,n8,바다의사랑,1804,14678
22,n16,잔댜르크,2000,14005
23,n8,찰슨,2013,13959
24,n1,돈키오테,2037,13750
25,n15,강강술술,2000,13737
26,n9,뿌잉뽀잉,2015,13437
27,n5,Brahma,2000,13376
28,n19,강술전용버프켈,1831,13339
29,n13,이뮨,1871,12342
30,n2,체리빙수,2013,12122
31,n13,윙첼,2000,12028
32,n1,강술전용시머링,1842,11670
33,n9,신녀,2000,11427
34,n21,파초선,1975,10874
35,n9,뚫어드림,1881,10849
36,n7,스껄,2001,10658
37,n7,우치하강술이,1730,10264
38,n12,체페시,2000,10211
39,n5,타락한강술,1731,9994
40,n0,CrimsonKnight,2000,9889
41,n4,q주몽p,856,9755
42,n16,쥬금이_영,2009,9488
43,n0,실밥이니,2013,9299
44,n23,연연술술,1697,9218
45,n9,얼짱소녀,763,9121
46,n2,1004대장,756,9072
47,n23,liillililililili,1626,8966
48,n19,Mild_수인,2000,8741
49,n7,천사소녀,2000,8732
50,n24,구눙,2020,8693
51,n20,찰슨_메,2003,8455
52,n14,내겐너무멋진그대,1986,8247
53,n8,silo,1904,8105
54,n8,우리반슛돌이,2008,7837
55,n19,수요타,1980,7601
56,n16,발라리안,2003,7551
57,n8,Polaris,1373,7509
58,n23,금모으기운동,1738,7473
59,n20,바게트,1959,7440
60,n9,아리아드,2000,7297
61,n22,모험담,2000,6988
62,n4,지화자뉴달봉,1503,6910
63,n10,버디와친구들,1500,6844
64,n11,환락가,1486,6567
65,n6,서랍속통닭,1289,6559
66,n2,버비야,1356,6543
67,n0,Reilz,1952,6465
68,n25,좀이쁜닉네임,1729,6275
69,n0,이쁜아2,1258,6078
70,n7,갓무도가,1589,6038
71,n9,남천,2000,5939
72,n4,s세라s,1947,5894
73,n13,지지않는청춘,1831,5865
74,n10,우주소년,2003,5840
75,n2,q삼족오p,853,5825
76,n10,밤조련,1968,5737
77,n10,평화의행진곡,1571,5705
78,n20,Stella_,1954,5648
79,n14,강강슐슐,1855,5596
80,n3,헤차니스a,860,5561
81,n2,작열,759,5475
82,n10,LakShmi,1571,5416
83,n22,행복회로,1929,5410
84,n10,한나수이,649,5248
85,n4,천사사랑3,759,5234
86,n10,버닝조련1,923,5142
87,n1,바른말고운말,1500,4813
88,n8,dfsfsgferw,781,4808
89,n9,적중100퍼,781,4808
90,n19,찰슨_수,1881,4756
91,n18,단건우,1575,4668
92,n14,깐뽀,1772,4637
93,n16,못난이님,1346,4629
94,n7,천천히크는사람,1281,4596
95,n9,나만안되는연애,1711,4584
96,n8,어르신,964,4584
97,n2,Celebrity,1634,4557
98,n10,푸른달의마녀,344,4452
99,n8,유티,1418,4362
100,n6,인자무인,708,4304
