1位,,みかん王国,みかん王国,9664550
2位,,お嬢様とお呼び！！,ハニーレモネード,9651820
3位,,金鯖をご存知か,EMエーテル,0
4位,,熱いぞ！ﾜｯﾁｮｲ,楓燐,0
5位,,トキヨシカンパニー,エンヴァ,0
6位,,∋天金爛漫∈,そこみんRT付,0
7位,,炎団（金鯖）,ｽﾞｷｭｳｩｩﾝ,0
8位,,てでぃらびっと＠B鯖,ランテット,0
9位,,猫の事務所,メリデ♪,0
10位,,金サBarりばぁCh,ますたｧ☆ぶらみｨ,0
11位,,さまなていま～ず,くるる＠１７歳JK,0
12位,,太陽,ﾅ⊇→〆v）⊃＜。,0
13位,,ニクオ保育園,lntelllMacho,0
14位,,陽炎,美樹さやか,0
15位,,金興宗教ガミガミ教,たいきしゃとる,0
16位,,アルパカ牧場ver4,かばねりーふぃー,0
17位,,高原組,シャリファ,0
18位,,ぬ゛金鯖支店,マサマサ,0
19位,,【自宅警備連合軍】,キャロりん,0
20位,,金のぐーたら村。,Ma☆とろん,0
21位,,２８組_Ｓ鯖,ヴォルデモート,0
22位,,三匹が斬る！,白いポンデリング,0
23位,,VIPPERSin金鯖,ハチワレ,0
24位,,Ｒ５年Ｓ鯖ハイリガ豚組,角の煮豚,0
25位,,世界戦力,ぽうぽうぱっわー,0
1位,,金華咲,うにゃ丸水産,0
2位,,大樹の森,レイン,0
3位,,なまら水族館,いるか,0
4位,,ファーストKiss☆物語Ⅱ,高坂宏,0
5位,,Gravity＠B鯖,Astronomer,0
6位,,おやつは３Mまで＠金鯖,おさん２,0
7位,,A_Orfina,紫怨,0
8位,,☆安心できる憩いの場☆,コル宅系ﾉﾌﾞﾅｶﾞ,0
9位,,ふわふわパンケーキ　,こにあMakⅡ,0
10位,,レナス金鯖出張所,なおちゃん＠１,0
11位,,プリンセス,P_苑十那,0
12位,,Ｂ鯖ＮＥＯ無課金同盟,じぇんど・れい,0
13位,,ディアブロ４,金のクマジェネ,0
14位,,0僕の地球を守って,コモンセンス,0
15位,,赤石幼稚園こばか組,マリイちゃん,0
16位,,月下美人,焼鳥,0
17位,,MR：Bigman,海からくん,0
18位,,Beatnuts,究極のゲッター,0
19位,,☆にゃんたす★,撲殺天使たっくん,0
20位,,スト教団_金鯖支部,お茶たん。。,0
21位,,難民キャンプ,Gatawaydriver,0
22位,,さばのみそに,tsubaki,0
23位,,†聖騎士WhiteSoldier†,赤髪のシヤンクス,0
24位,,偉大なる星路,ミシャンドラ,0
25位,,おやつは３Ｍまで＠Ｖ鯖,おさんさん,0
26位,,にごりまろやか,おつぼてゃ,0
27位,,蒼い庭園,リタ,0
28位,,FREIHEIT,kugel21,0
29位,,裏腹ゴリラ,バーニングたけし,0
30位,,007ゴールデンアイ,滅滅滅滅滅滅滅滅,0
