,サマナー,ぷーちゃん♪,1435,5
2位,,ビショップ,狼輝,1431,5
3位,,ランサー,狗神めありー,1427,5
4位,,剣士,地方都市のﾒﾒﾝﾄﾓﾘ,1421,5
5位,,ランサー,ワユ,1420,5
6位,,武道家,岡部_誠,1418,5
7位,,獣人,ｹﾓ蔵,1416,5
8位,,武道家,暇潰,1415,5
9位,,霊術師,舞牡丹,1414,5
10位,,ランサー,さなっしー,1412,5
11位,,霊術師,ちんき。,1409,5
12位,,プリンセス,Le・Ciel,1409,5
13位,,アルケミスト,tantan_01,1408,5
14位,,プリンセス,未美凛,1407,5
15位,,黒魔術師,￡Gazelle,1406,5
16位,,霊術師,あなたのハートに,1404,5
17位,,プリンセス,やっくる♪,1404,5
18位,,悪魔,えんまねこ,1402,5
19位,,武道家,はちみつ。,1401,5
20位,,獣人,解離,1400,5
21位,,霊術師,ボイン姉ちゃん,1400,5
22位,,ランサー,＄神様家族＄,1400,5
23位,,武道家,ヒャム,1400,5
24位,,剣士,正午の紅茶,1400,5
25位,,ランサー,ニート太郎,1394,5
26位,,霊術師,鬼一家の霊術師,1391,5
27位,,霊術師,カマキリ令嬢,1386,5
28位,,剣士,RAD大好き,1385,5
29位,,戦士,コボルト秘密ULT,1380,5
30位,,ランサー,わかまつあいな,1378,5
31位,,プリンセス,おつまみさん,1366,5
32位,,ランサー,紙ねろ,1362,5
33位,,戦士,AnotherOrion,1362,5
34位,,武道家,セっツ,1354,5
35位,,黒魔術師,アーリア。,1348,5
36位,,ビショップ,シル星,1347,5
37位,,黒魔術師,闇卵,1346,5
38位,,アルケミスト,きれのじろう,1343,5
39位,,ウィザード,9rpm,1334,5
40位,,サマナー,みゅうごろう,1332,5
41位,,ランサー,べろちゅっちゅ,1330,5
42位,,ビショップ,こるてんし（仮）,1327,5
43位,,黒魔術師,メロメロイド,1322,5
44位,,ビーストテイマー,フウリン,1314,5
45位,,武道家,暇つぶ,1314,5
46位,,シーフ,るてさん。,1302,5
47位,,アルケミスト,ゆゆたそ,1299,5
48位,,剣士,ﾄﾞﾔ顔の達人。,1293,5
49位,,武道家,legel,1291,5
50位,,ウィザード,MBMM１２,1291,5
51位,,戦士,餅の･∀･凍結,1289,5
52位,,剣士,わんくろ,1289,5
53位,,武道家,さらまんだーγ,1288,5
54位,,メイド,つばきひめ,1287,5
55位,,霊術師,tantan_08,1283,5
56位,,アーチャー,gurai,1283,5
57位,,シーフ,ぷいきゅあ～,1281,5
58位,,武道家,ラカリフサの村長,1280,5
59位,,黒魔術師,いぼのじろう,1278,5
60位,,リトルウィッチ,Harmonie,1278,5
61位,,武道家,瓏蓮,1278,5
62位,,黒魔術師,鬼一家の黒魔,1277,5
63位,,霊術師,ハープちゃん,1275,5
64位,,黒魔術師,狼妖,1274,5
65位,,ランサー,くりゅ,1274,5
66位,,武道家,勃起,1273,5
67位,,ランサー,バジル・ユバ,1270,5
68位,,武道家,sunafu,1270,5
69位,,ネクロマンサー,濁湯馬鈴薯,1268,5
70位,,霊術師,芋がいい,1266,5
71位,,追放天使,真ﾉ天使（ｵﾄｺ）,1266,5
72位,,霊術師,ぶろんずごりら,1263,5
73位,,ランサー,ネオン♪゛,1263,5
74位,,剣士,DragonTwi☆ミ,1263,5
75位,,アーチャー,Lanval,1260,5
76位,,シーフ,攻めがわ,1259,5
77位,,ウィザード,star＠wiz,1259,5
78位,,ウィザード,創造神皇ダニエル,1259,5
79位,,霊術師,狼闘,1257,5
80位,,光奏師,ゆゆちゃ,1256,5
81位,,アーチャー,微笑のテレサ,1255,5
82位,,獣人,PiPiPuRi,1253,5
83位,,リトルウィッチ,StoPBlTch,1253,5
84位,,ビーストテイマー,waspinator,1252,5
85位,,ランサー,趣味は・・・矢,1252,5
86位,,ウィザード,しゃいん･れい,1252,5
87位,,戦士,こるじょん,1252,5
88位,,リトルウィッチ,みけぼん,1251,5
89位,,武道家,あとぅむ,1251,5
90位,,シーフ,towaco．,1251,5
91位,,追放天使,ServerDown,1251,5
92位,,アーチャー,chachami,1250,5
93位,,ランサー,ｱｼﾝﾒﾄﾘｰ,1250,5
94位,,ランサー,ムロモン,1250,5
95位,,光奏師,kicky,1247,5
96位,,シーフ,ジェシ‐おいたん,1244,5
97位,,黒魔術師,ふに゜,1243,5
98位,,ランサー,peace。,1243,5
99位,,武道家,うりゅうううう,1240,5
100位,,アーチャー,ちょめ助,1238,5
101位,,ランサー,システィール,1237,5
102位,,リトルウィッチ,お寿司4,1235,5
103位,,戦士,§Alexandrite§,1232,5
104位,,ビショップ,素人僧侶ぽいぽい,1231,5
105位,,シーフ,＋カイト＋,1224,5
106位,,光奏師,一色菫,1221,5
107位,,アーチャー,ねこみみ弐号,1219,5
108位,,闘士,bakkyiii,1218,5
109位,,シーフ,瞬影,1216,5
110位,,黒魔術師,日影アゲハ,1214,5
111位,,闘士,てぽっく,1213,5
112位,,黒魔術師,ヴァシリッサ,1210,5
113位,,ランサー,記録の地平線,1210,5
114位,,光奏師,四ツ矢丸,1209,5
115位,,霊術師,揺杏,1209,5
116位,,獣人,べーやまぁ,1208,5
117位,,ランサー,～破幻～,1208,5
118位,,ビーストテイマー,ういオレンジ,1207,5
119位,,プリンセス,蛍猫姫♪,1205,5
120位,,ランサー,ちはるちゃんん,1205,5
121位,,武道家,隻眼盗賊,1205,5
122位,,剣士,隴燐,1205,5
123位,,追放天使,【ポッセ】,1204,5
124位,,黒魔術師,meden,1203,5
125位,,ビショップ,神聖桜,1203,5
126位,,霊術師,℃hantsumi,1202,5
127位,,ランサー,愛犬サクラ,1202,5
128位,,武道家,カピカピのおもち,1202,5
129位,,武道家,Melttykiss☆,1201,5
130位,,武道家,ねこぱんつ,1201,3
131位,,獣人,山佐の獣撃,1200,5
132位,,光奏師,tantan_13,1200,5
133位,,霊術師,ψ七ちψ,1200,5
134位,,ランサー,ふぁみりった,1200,5
135位,,シーフ,WELLBE,1200,5
136位,,追放天使,ダーグル,1200,5
137位,,ビショップ,†御殴裏隙打郎†,1200,5
138位,,剣士,☆シグマワイ,1199,5
139位,,ウィザード,大動脈瘤,1198,5
140位,,霊術師,Gazelle_yui,1196,5
141位,,ランサー,ｼﾞｪﾌﾃｨ,1195,5
142位,,ランサー,〝AIO〟,1195,5
143位,,霊術師,ちんき２,1194,5
144位,,ランサー,￡impulse￡,1194,5
145位,,武道家,神風の隼,1193,5
146位,,ビーストテイマー,karu_g,1191,5
147位,,プリンセス,狼妃,1190,5
148位,,ウルフマン,業者,1190,5
149位,,戦士,くびら,1190,5
150位,,シーフ,温泉ソムリエ,1189,5
151位,,ビーストテイマー,∬ルシフェリア∬,1187,5
152位,,ウィザード,Lenard,1187,5
153位,,シーフ,バイフリッツ,1186,5
154位,,武道家,まるゴキ,1185,5
155位,,ランサー,ko_san,1183,5
156位,,シーフ,nanakusa,1182,5
157位,,ウィザード,イフリィート,1182,5
158位,,獣人,UltimateRAD,1181,5
159位,,霊術師,ふーにゃ,1181,5
160位,,アーチャー,ﾛﾐｵ＆ｼﾞｭﾘｴｯﾄ,1181,5
161位,,ランサー,弓兵頭,1181,5
162位,,霊術師,￡SiroTotoro￡,1178,5
163位,,ランサー,つば○,1176,5
164位,,追放天使,Cens,1173,5
165位,,戦士,カトリ。,1173,5
166位,,黒魔術師,FrouFrou,1171,5
167位,,霊術師,まえがちゃん,1171,5
168位,,霊術師,キッコーマソ,1170,5
169位,,ランサー,20％Over,1170,5
170位,,悪魔,魔法の壁,1163,5
171位,,ウィザード,残兵首領,1160,5
172位,,武道家,鬼一家,1158,5
173位,,獣人,ひひまま,1157,5
174位,,霊術師,watta_gra,1156,5
175位,,武道家,かみまみ,1156,5
176位,,戦士,じみ～,1155,5
177位,,剣士,Asley_Cade,1154,5
178位,,霊術師,bycm,1153,5
