,-,職業,キャラクター,レベル,転生回数
1,-,,たいやきあんこ,1975,5
2,-,,mttt,1969,5
3,-,,ψXENOψ,1967,5
4,-,,アリス・ワンダー,1929,5
5,-,,カジュアル,1907,5
6,-,,ラクサスドレアン,1906,5
7,-,,思いやりGDX,1906,5
8,-,,レジェンド石橋,1904,5
9,-,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1901,5
10,-,,アクシズ教神官,1897,5
11,-,,れもんψ,1896,5
12,-,,Oddesy,1895,5
13,-,,快活ねえさん,1895,5
14,-,,ﾖﾄﾞﾊﾞｼﾞﾍﾟﾀﾞﾙ,1888,5
15,-,,猫邪,1881,5
16,-,,二階堂パンパース,1879,5
17,-,,蜜月抄,1879,5
18,-,,しらすたっぷ。,1877,5
19,-,,あぷりこ,1875,5
20,-,,御暇さん,1873,5
21,-,,krisu,1869,5
22,-,,愛泉,1866,5
23,-,,xたまきちx,1863,5
24,-,,＊鬼鮫＊,1860,5
25,-,,うにゃDX,1856,5
26,-,,ﾌｪﾘｱ,1850,5
27,-,,ろずこ,1848,5
28,-,,☆キノ♪,1848,5
29,-,,ほしめろちゃん,1847,5
30,-,,ハイドシークス,1846,5
31,-,,marui11111,1846,5
32,-,,キングプー,1845,5
33,-,,サイバーナイト,1844,5
34,-,,ｱﾆﾘｿ,1844,5
35,-,,☆あおり☆,1840,5
36,-,,Miki_,1839,5
37,-,,戦略破壊魔術兵器,1838,5
38,-,,ルベーグ2世,1835,5
39,-,,shogi,1832,5
40,-,,むぎちゃ。,1831,5
41,-,,黒虎ちゃん,1830,5
42,-,,†フィル†,1828,5
43,-,,ねこなのクゥーン,1828,5
44,-,,ああ播磨灘,1827,5
45,-,,ξスロウξ,1826,5
46,-,,ζhaluluζ,1823,5
47,-,,Hard_A,1822,5
48,-,,VR戦士,1816,5
49,-,,あぼん☆,1815,5
50,-,,ちゃらめる,1815,5
