,サマナー,ぷーちゃん♪,1500,5
53位,,武道家,暇つぶ,1400,5
54位,,シーフ,るてさん。,1400,5
55位,,ランサー,～破幻～,1397,5
56位,,ウルフマン,ｂｏｗ‐ｗｏｗ,1392,5
57位,,黒魔術師,闇卵,1390,5
58位,,霊術師,tantan_08,1390,5
59位,,ビーストテイマー,フウリン,1389,5
60位,,霊術師,ハープちゃん,1385,5
61位,,ビショップ,シル星,1384,5
62位,,ランサー,弓兵頭,1382,5
63位,,剣士,わんくろ,1382,5
64位,,プリンセス,おつまみさん,1381,5
65位,,シーフ,＋カイト＋,1381,5
66位,,アルケミスト,EquilibrioAlba,1380,5
67位,,獣人,UltimateRAD,1378,5
68位,,ランサー,小豆桔梗,1377,5
69位,,ウィザード,star＠wiz,1372,5
70位,,ランサー,ｱｼﾝﾒﾄﾘｰ,1371,5
71位,,追放天使,☆ショップ☆,1371,5
72位,,武道家,legel,1360,5
73位,,メイド,つばきひめ,1359,5
74位,,プリンセス,Harmonie,1356,5
75位,,武道家,カピカピのおもち,1355,5
76位,,アーチャー,20％Over,1352,5
77位,,ビショップ,クロウ･300グラム,1352,5
78位,,闘士,○○○○●,1350,5
79位,,サマナー,みゅうごろう,1343,5
80位,,剣士,DragonTwi☆ミ,1339,5
81位,,アーチャー,城咲ロミオ,1337,5
82位,,シーフ,勃起,1337,5
83位,,ランサー,べろちゅっちゅ,1330,5
84位,,追放天使,ServerDown,1326,5
85位,,ネクロマンサー,濁湯馬鈴薯,1325,5
86位,,追放天使,避妊はおしりで,1321,5
87位,,ウィザード,イフリィート,1321,5
88位,,剣士,DTゆうや,1317,5
89位,,武道家,あとぅむ,1311,5
90位,,シーフ,ぷいきゅあ～,1308,5
91位,,ウィザード,MBMM１２,1308,5
92位,,剣士,☆シグマワイ,1305,5
93位,,追放天使,【ポッセ】,1304,5
94位,,黒魔術師,ひらぺん,1302,5
95位,,リトルウィッチ,StoPBlTch,1300,5
96位,,ウィザード,業者,1300,5
97位,,獣人,おーいえ,1295,5
98位,,リトルウィッチ,RelMayer,1295,5
99位,,剣士,ﾄﾞﾔ顔の達人。,1293,5
100位,,霊術師,ちんき２,1290,5
101位,,リトルウィッチ,狼妃,1290,5
102位,,追放天使,真ﾉ天使（ｵﾄｺ）,1290,5
103位,,戦士,ポロさん,1290,5
104位,,霊術師,ロッソ・ネロ,1289,5
105位,,ランサー,nebosuke,1289,5
106位,,サマナー,NEOぷーちゃん,1287,5
107位,,ランサー,ｼﾞｪﾌﾃｨ,1287,5
108位,,アーチャー,Spallow_Tail,1284,5
109位,,追放天使,ﾀｲｶﾞｰﾒﾛﾝ,1284,5
110位,,黒魔術師,鬼一家の黒魔,1283,5
111位,,アーチャー,gurai,1283,5
112位,,剣士,ロビンフッド☆,1281,5
113位,,闘士,〝ανα〟,1280,5
114位,,武道家,ラカリフサの村長,1280,5
115位,,シーフ,September☆7th,1280,5
116位,,黒魔術師,いぼのじろう,1279,5
117位,,武道家,瑞雲改二,1279,5
118位,,シーフ,towaco．,1278,5
119位,,戦士,カトリ。,1278,5
120位,,アーチャー,ねこみみ弐号,1277,5
121位,,ウィザード,Manstyle,1275,5
122位,,黒魔術師,狼妖,1274,5
123位,,ビショップ,ダーグル,1274,5
124位,,戦士,シュガ♪,1274,5
125位,,闘士,watta_gra,1273,5
126位,,武道家,ホブス☆次男,1273,5
127位,,シーフ,だいこくてん,1271,5
128位,,武道家,sunafu,1270,5
129位,,光奏師,一色菫,1268,5
130位,,アーチャー,Amstel,1268,5
131位,,ランサー,ムロモン,1268,5
132位,,ウィザード,創造神皇ダニエル,1268,5
133位,,戦士,§Alexandrite§,1268,5
134位,,霊術師,ぶろんずごりら,1267,5
135位,,霊術師,芋がいい,1266,5
136位,,霊術師,狼闘,1265,5
137位,,リトルウィッチ,かなぷる親父号,1265,5
138位,,ランサー,望みし永遠の混沌,1263,5
139位,,ランサー,ネオン♪゛,1263,5
140位,,戦士,くびら,1263,5
141位,,アーチャー,微笑のテレサ,1262,5
142位,,ランサー,†Y4Z4K1†ATSU†,1262,5
143位,,ウルフマン,琥炭,1261,5
144位,,アーチャー,Lanval,1260,5
145位,,獣人,PiPiPuRi,1259,5
146位,,シーフ,攻めがわ,1259,5
147位,,獣人,狼煌,1258,5
148位,,ランサー,あるもんて,1258,5
149位,,武道家,ココナッツン,1258,5
150位,,ビショップ,（＝ω＝安,1258,5
151位,,獣人,ゆゆちゃ,1257,5
152位,,闘士,アンヘル＿,1257,5
153位,,アーチャー,star＠弓,1257,5
154位,,アーチャー,シルスフィ,1257,5
155位,,ランサー,peace。,1257,5
156位,,ランサー,ふぁみりった,1257,5
157位,,剣士,カナト,1257,5
158位,,アルケミスト,Crewd,1256,5
159位,,闘士,℃hantsumi,1256,5
160位,,闘士,ふーにゃ,1256,5
161位,,追放天使,Xenn,1256,5
162位,,ウィザード,残兵首領,1256,5
163位,,剣士,swordko,1255,5
164位,,リトルウィッチ,くりゅう,1254,5
165位,,武道家,マンナンライフ３,1254,5
166位,,戦士,ローザパークス,1254,5
167位,,戦士,こるじょん,1254,5
168位,,武道家,まるゴキ,1253,5
169位,,剣士,MurderMan,1253,5
170位,,プリンセス,鬼一家の姫,1252,5
171位,,プリンセス,みけぼん,1252,5
172位,,ビーストテイマー,waspinator,1252,5
173位,,ウィザード,♪復活レオン555,1252,5
174位,,ウィザード,しゃいん･れい,1252,5
175位,,リトルウィッチ,いろどりぴんく,1251,5
176位,,サマナー,nerumo,1251,5
177位,,武道家,隠れ里,1251,5
178位,,武道家,宅見,1251,5
179位,,ウルフマン,TAKUGON,1251,5
180位,,ウィザード,akimasaだよ。,1251,5
181位,,戦士,魔じぇ,1251,5
182位,,ランサー,くまもん♪,1250,5
183位,,剣士,monaka先生,1250,5
184位,,ランサー,ﾗﾐｰﾉｰｽﾞﾃﾄﾗ,1249,5
185位,,ウルフマン,ﾓｼﾞｬﾓｼﾞｬおじさん,1248,5
186位,,光奏師,kicky,1247,5
187位,,光奏師,monaちゃん,1246,5
188位,,リトルウィッチ,花咲乙女達の影に,1246,5
189位,,追放天使,ごるでん,1245,3
190位,,ランサー,眠神☆ヒュノプス,1244,5
191位,,ランサー,ψﾍﾞﾙﾆｶψ,1244,5
192位,,シーフ,ジェシ‐おいたん,1244,5
193位,,黒魔術師,ふに゜,1243,5
194位,,リトルウィッチ,pomm,1243,5
195位,,リトルウィッチ,Artesano,1242,5
196位,,武道家,うりゅうううう,1240,5
197位,,ランサー,ちょめ助,1238,5
198位,,シーフ,旗振りたぬき,1237,5
199位,,リトルウィッチ,お寿司4,1235,5
200位,,剣士,Asley_Cade,1235,5
201位,,ウィザード,大動脈瘤,1234,5
202位,,ウィザード,フラウボー,1233,5
203位,,ランサー,ゆるふわ系,1232,5
204位,,ビショップ,って、おい！,1232,5
205位,,アーチャー,ぴちゃ,1231,5
206位,,武道家,ノアだけはガチ,1231,5
207位,,アルケミスト,きれじの妹,1230,5
208位,,追放天使,☆志音☆,1230,5
209位,,剣士,Graaazie,1230,5
210位,,リトルウィッチ,～ジェス～,1227,5
211位,,ウィザード,Bィザード,1227,5
212位,,霊術師,ナツメグ。,1226,5
213位,,ランサー,凛ver弓,1224,5
214位,,ウルフマン,ふろーる犬,1223,5
215位,,リトルウィッチ,クロカ,1223,3
216位,,霊術師,ﾈｸﾛ。,1222,5
217位,,黒魔術師,meden,1220,5
218位,,獣人,卍gotcha卍,1220,5
219位,,アーチャー,アバハラキ,1220,5
220位,,武道家,モリタン♪,1220,5
221位,,黒魔術師,雪野凜檎,1218,5
222位,,霊術師,bakkyiii,1218,5
223位,,ウルフマン,忠義の狗爪ココ,1218,5
224位,,戦士,arist＾＾,1218,5
225位,,獣人,四ツ矢丸,1217,5
226位,,獣人,べーやまぁ,1216,5
227位,,リトルウィッチ,ぷりめろろ,1216,5
228位,,シーフ,瞬影,1216,5
229位,,霊術師,Gazelle_yui,1215,5
230位,,シーフ,めぎぃ,1215,5
231位,,黒魔術師,日影アゲハ,1214,5
232位,,リトルウィッチ,魔凜,1214,5
233位,,光奏師,Nigelle,1213,5
234位,,霊術師,ψ七ちψ,1213,5
235位,,サマナー,karu_g,1213,5
236位,,アーチャー,イリナ。,1213,5
237位,,霊術師,bycm,1212,5
238位,,武道家,比企谷はちまん,1212,5
239位,,戦士,アダマンティン,1212,5
240位,,リトルウィッチ,Liaison,1211,5
241位,,プリンセス,蛍猫姫♪,1211,5
242位,,ランサー,ranko_star,1211,5
243位,,武道家,カエルくん。,1211,5
244位,,黒魔術師,ヴァシリッサ,1210,5
245位,,霊術師,メラメライド,1210,5
246位,,ランサー,記録の地平線,1210,5
247位,,ランサー,つば○,1209,5
248位,,追放天使,じぇにどん,1209,5
249位,,サマナー,∬ルシフェリア∬,1208,5
250位,,ランサー,covid,1207,5
251位,,獣人,towaco．β,1206,5
252位,,光奏師,山佐の獣撃,1206,5
253位,,霊術師,ﾎﾟｶﾎﾝﾀｽ,1206,5
254位,,ランサー,３１７７３,1206,5
255位,,獣人,∮シルク∮,1205,5
256位,,悪魔,幻魔狼士,1205,5
257位,,ランサー,ちはるちゃんん,1205,5
258位,,武道家,隻眼盗賊,1205,5
259位,,マスケッティア,akubo,1204,5
260位,,ビーストテイマー,シルドレ,1204,5
261位,,アーチャー,花鳥くん,1204,5
262位,,アーチャー,￡impulse￡,1204,5
263位,,戦士,捨ノ型・生生流転,1204,5
264位,,ビショップ,神聖桜,1203,5
265位,,黒魔術師,準備運動で骨折,1201,5
266位,,プリンセス,ファーナ。,1201,5
267位,,シーフ,Melttykiss☆,1201,5
268位,,ビショップ,Largus,1201,5
269位,,武道家,ねこぱんつ,1201,3
270位,,黒魔術師,みるきちん,1200,5
271位,,霊術師,いんだら,1200,5
272位,,アーチャー,§美影意志§,1200,5
273位,,アーチャー,魚有,1200,5
274位,,シーフ,WELLBE,1200,5
275位,,ビショップ,†御殴裏隙打郎†,1200,5
276位,,シーフ,ⅹ金龍ⅹ,1197,5
277位,,悪魔,か～ら,1196,5
278位,,リトルウィッチ,アクアマナ,1195,5
279位,,戦士,５㍉,1194,5
280位,,武道家,ぺしゅん,1194,4
281位,,シーフ,じゅえちゃん,1193,5
282位,,悪魔,ﾋﾟｰｽ☆,1192,5
283位,,シーフ,バイフリッツ,1192,5
284位,,獣人,ナオタ！！！！！,1191,5
285位,,ランサー,あいこすまるち,1191,5
286位,,シーフ,温泉ソムリエ,1189,5
287位,,プリンセス,上下左右回転使い,1188,5
288位,,ランサー,Ａ・シャリアール,1188,5
289位,,ウィザード,Lenard,1187,5
290位,,闘士,＊stitch＊,1186,5
291位,,ランサー,雷蓮,1186,5
292位,,剣士,風小僧,1186,5
293位,,武道家,怪盗るぱんⅢ,1185,5
294位,,剣士,covid4,1184,5
295位,,ランサー,とっぽぎの踊り子,1183,5
296位,,ランサー,ko_san,1183,5
297位,,ビショップ,グッロチ,1183,5
298位,,戦士,Destron,1183,5
299位,,獣人,役満チャンス,1182,5
300位,,ランサー,お～い恋茶,1182,5
301位,,ランサー,nonameさん,1182,5
302位,,ランサー,となてぃう,1182,5
303位,,ランサー,。ゆーにゃ。,1182,5
304位,,シーフ,backnumber大好き,1182,5
305位,,シーフ,nanakusa,1182,5
306位,,ランサー,お、,1181,5
307位,,黒魔術師,FrouFrou,1180,5
308位,,剣士,rotarisl,1180,5
309位,,黒魔術師,アマランテ,1179,5
310位,,ランサー,シャイえんまねこ,1179,5
311位,,黒魔術師,ψ芽亜ψ,1176,5
312位,,シーフ,すた３,1176,5
313位,,霊術師,キッコーマソ,1175,5
314位,,シーフ,てけぞー,1175,5
315位,,戦士,はるたそ,1175,5
316位,,アーチャー,パーニャ,1174,5
317位,,ウィザード,隻眼の魔術師,1174,5
318位,,追放天使,Cens,1173,5
319位,,戦士,ここぷ,1172,5
320位,,霊術師,まえがちゃん,1171,5
321位,,剣士,マイシャローナ,1171,5
322位,,闘士,Ⅷ秋桜Ⅷ,1170,5
323位,,ビショップ,アタックチャンス,1169,5
324位,,剣士,ﾀﾞｰﾄﾃﾄﾗ,1169,5
325位,,追放天使,イキり大学生,1167,5
326位,,悪魔,Almagest,1165,5
327位,,ランサー,グレープジュース,1165,5
328位,,黒魔術師,exiatence4,1164,5
329位,,悪魔,魔法の壁,1164,5
330位,,アーチャー,卵槍,1163,5
331位,,ランサー,BlueGecko,1163,5
332位,,武道家,カバ男,1163,5
333位,,光奏師,ひひまま,1162,5
334位,,プリンセス,不安㍑,1161,5
335位,,獣人,JimmyHoffa,1160,5
336位,,プリンセス,伊吹姫奈,1160,5
337位,,ランサー,Vendome,1160,5
338位,,武道家,軍隊長,1159,5
339位,,ランサー,洋食焼き,1158,5
340位,,武道家,鬼一家,1158,5
341位,,ランサー,chanpe,1156,5
342位,,武道家,かみまみ,1156,5
343位,,追放天使,にゃんたきー,1156,5
344位,,ビショップ,ヘヴンリイージス,1155,5
345位,,ウルフマン,シャルダ,1154,5
346位,,ウルフマン,tantan_39,1153,5
347位,,サマナー,笛吹奏,1152,5
348位,,シーフ,漣鎖,1151,5
349位,,ウィザード,nayaata,1151,5
350位,,光奏師,uwiclo,1150,5
351位,,プリンセス,びびぷりん,1150,5
352位,,ランサー,BLAKooL,1150,5
353位,,ランサー,カヤちゃん,1149,5
354位,,剣士,WEDGWOOD,1149,5
355位,,リトルウィッチ,Lacris,1148,5
356位,,戦士,RED_ORCA,1147,5
357位,,霊術師,‐MIYU‐,1144,5
358位,,プリンセス,らいみん,1142,5
359位,,サマナー,～可憐～,1142,5
360位,,サマナー,ちくわまる,1142,5
361位,,ランサー,青なな,1142,5
362位,,武道家,いもむし♪,1142,5
363位,,剣士,くろしば,1142,5
364位,,サマナー,はなおとめ,1139,5
365位,,アーチャー,A・シャリアール,1139,5
366位,,黒魔術師,紫りのん,1138,5
367位,,霊術師,ぷちゅあ,1137,5
368位,,リトルウィッチ,プッチン・プリン,1136,5
369位,,アーチャー,えいしぐ,1136,5
370位,,剣士,のぶ汁,1135,5
371位,,黒魔術師,Lime。,1133,5
372位,,ネクロマンサー,よなくま,1133,5
373位,,サマナー,ほっかほか,1133,5
374位,,サマナー,帝愛会長,1133,5
375位,,ランサー,Tummy,1133,5
376位,,光奏師,わべ助,1132,5
377位,,リトルウィッチ,ちゃぷりこん,1129,5
378位,,ウィザード,hinaru,1129,5
379位,,黒魔術師,あざといたぬき,1128,5
380位,,シーフ,シッフー,1128,5
381位,,戦士,Kireek12,1128,5
382位,,獣人,Gazelle_tim,1127,5
383位,,アーチャー,ことちゃん,1127,5
384位,,霊術師,吉田沙保里のASMR,1126,5
385位,,アーチャー,イリス・エリス,1126,5
386位,,ランサー,†微笑のテレサ†,1126,5
387位,,追放天使,バカ旦那,1126,5
388位,,追放天使,べやまあ,1126,5
389位,,霊術師,ほむぅ,1125,5
390位,,霊術師,さくらよう,1125,5
391位,,光奏師,My☆Dear,1124,5
392位,,ビショップ,鬼一家の天使,1122,5
393位,,マスケッティア,ズックにロック,1121,5
394位,,黒魔術師,黒魔さん,1121,5
395位,,獣人,不良少年,1121,5
396位,,ランサー,ジンランサー,1120,5
397位,,獣人,Leffe,1118,5
398位,,武道家,ice1,1117,5
399位,,武道家,yamada3000,1117,5
400位,,ランサー,ニャ－さん,1116,5
401位,,武道家,BLAAKSHOUT,1116,5
402位,,プリンセス,早見,1114,5
403位,,ウィザード,t_e_i,1113,5
404位,,黒魔術師,黒蒼穹,1111,5
405位,,武道家,あいこすぅ,1111,5
406位,,ビショップ,殴って候,1111,5
407位,,光奏師,DearMyWaker,1110,5
408位,,シーフ,shinki3,1110,5
409位,,戦士,オコノ,1108,5
410位,,光奏師,賀喜,1107,5
411位,,獣人,ブルーなしゅり,1106,5
412位,,ランサー,流星の猫,1105,5
413位,,アーチャー,ぼのの,1104,5
414位,,剣士,いぬかみぴぇん,1104,5
415位,,サマナー,キャロりん,1102,5
416位,,ランサー,日焼け止め,1100,5
417位,,ランサー,とこよ,1097,5
418位,,武道家,ぢょんさん,1097,5
419位,,ウルフマン,ざぶとん☆,1096,5
420位,,プリンセス,七槻四季,1093,3
421位,,ウィザード,ひろぽんwiz,1092,5
422位,,ランサー,Chase,1091,5
423位,,霊術師,アミリア´,1090,5
424位,,追放天使,無我夢中♪,1090,5
425位,,戦士,カミソン,1090,5
426位,,リトルウィッチ,イチゴ大福姫,1088,5
427位,,ランサー,ARGO,1088,5
428位,,メイド,マッドストーム,1087,5
429位,,リトルウィッチ,ネオロック,1087,5
430位,,武道家,ふゆさんまん,1086,5
431位,,剣士,RORONOA＋ZORO,1086,5
,432位
アルケミスト,君のﾊｰﾄにｽﾞｷｭﾝ,1084,5
,433位
戦士,オソマ,1084,5
434位,,獣人,肋木,1083,5
435位,,ランサー,凛さん,1083,5
436位,,霊術師,双七,1082,5
437位,,シーフ,Pokerhero,1082,5
438位,,追放天使,ひまつぶC,1082,5
439位,,剣士,ZODIAC6168,1082,5
440位,,獣人,新しい世界への扉,1081,5
441位,,リトルウィッチ,変身ロボ,1081,5
442位,,ビショップ,chinki,1078,5
443位,,黒魔術師,トケンカ_柘榴,1077,5
444位,,光奏師,小年,1077,5
445位,,霊術師,Leccee,1077,5
446位,,獣人,EinherjarAlbedo,1076,5
447位,,霊術師,どうもありがとう,1076,5
448位,,武道家,ｱﾝﾄﾞﾚｻﾞｼﾞｬｲｱﾝﾄ,1076,5
449位,,追放天使,茶蕎麦,1076,5
450位,,ランサー,タウリエル,1075,5
451位,,戦士,龍漸,1075,5
452位,,アーチャー,お天気☆Maker,1074,5
453位,,ランサー,††紫電一閃††,1074,5
454位,,戦士,DSKO156,1073,5
455位,,戦士,ｷｰｽ･ｶｲ,1072,5
456位,,ランサー,梅酒ソーダ,1071,5
457位,,獣人,りなっくま,1070,5
458位,,獣人,間衣華,1069,3
459位,,光奏師,緑茶一筋,1068,5
460位,,プリンセス,未來♪,1068,5
461位,,ランサー,アゼルマ,1068,5
462位,,ウィザード,のんた～ん,1068,5
463位,,戦士,じょなす,1068,5
464位,,サマナー,ﾋｯｷ-,1067,5
465位,,黒魔術師,SonChaeYoung,1066,5
466位,,獣人,キリン丸,1065,5
467位,,武道家,ジャッパー,1065,3
468位,,アーチャー,てんち♪,1064,5
469位,,獣人,岡_部_誠,1061,5
470位,,リトルウィッチ,evian1_5,1060,5
471位,,ランサー,ice3,1060,5
472位,,獣人,白銀の威虎リオン,1059,5
473位,,ランサー,ななえる,1059,5
474位,,シーフ,飛ばねぇブタ,1059,5
475位,,ウィザード,Shifuku,1059,5
476位,,ウィザード,ｖウィザード,1059,5
477位,,光奏師,xiviler,1058,5
478位,,リトルウィッチ,ビッグ・マム,1058,5
479位,,ランサー,sherry,1057,5
480位,,ウィザード,Gazelle_sup,1057,5
481位,,剣士,戦士ちゃま,1057,5
482位,,武道家,地下室,1054,5
483位,,武道家,ろっきんぽ,1054,5
484位,,ウルフマン,ふぃるもあ,1054,5
485位,,ウィザード,Ⅹ愛Ⅹ,1054,5
486位,,光奏師,へくまr,1053,5
487位,,リトルウィッチ,いなっぴー,1053,5
488位,,獣人,けもぉ,1052,5
489位,,アーチャー,くろまS,1052,5
490位,,ウルフマン,Crewds,1052,5
491位,,マスケッティア,のりてぃ,1051,5
492位,,ウルフマン,毛玉ワンコ,1051,5
493位,,光奏師,anipo,1050,5
494位,,ランサー,サライ´,1050,5
495位,,ランサー,DUMMY2257,1050,5
496位,,ウルフマン,J･Lal,1049,5
497位,,武道家,山佐花月,1048,5
498位,,剣士,ダテマキマン,1048,5
499位,,サマナー,納豆かけ御飯,1047,5
500位,,ランサー,watta_alt,1047,5
501位,,ビショップ,正面衝突,1047,5
502位,,プリンセス,ともぴ～☆☆,1046,5
503位,,アーチャー,ピィーポ,1046,5
504位,,シーフ,うりゅりん♂,1046,5
505位,,ビショップ,冥王☆ハ－デス,1046,5
506位,,アーチャー,梨莉子,1045,5
507位,,ウィザード,伊勢守,1045,5
508位,,ネクロマンサー,BlackBoss,1044,5
509位,,ランサー,布団がふっとんだ,1044,5
510位,,霊術師,ポリアフ,1043,5
511位,,リトルウィッチ,アプリコッテ,1043,5
512位,,ウィザード,きめれんとん,1043,5
513位,,ウィザード,鼓月,1043,5
514位,,ウィザード,氷紳士,1043,5
515位,,戦士,冴ゆる,1043,5
516位,,リトルウィッチ,追跡なう,1042,5
517位,,ランサー,ⅹシルヴィⅹ,1042,5
518位,,ウィザード,Tiar,1042,5
519位,,ウィザード,近ちゃん,1042,5
520位,,武道家,Ⅹアイルトンセナ,1041,5
521位,,ウィザード,夏の残り火,1041,5
522位,,戦士,ヘビー,1041,5
523位,,ランサー,ツドイ,1041,4
524位,,メイド,そっきん,1039,5
525位,,ランサー,こまめちゃん☆,1039,5
526位,,アーチャー,ジニー。ナイツ,1037,5
527位,,リトルウィッチ,ICouldDieForYou,1037,3
528位,,アルケミスト,月城よた,1036,5
529位,,悪魔,ｲｾﾘｱ・ｸｲｰﾝ,1036,5
530位,,黒魔術師,asnon,1035,5
531位,,霊術師,●●●●●●,1035,5
532位,,リトルウィッチ,ももか姫,1035,5
533位,,ランサー,Wind_Missa11Y,1035,5
534位,,ランサー,Hearts・Cry,1035,5
535位,,武道家,ハープくん,1035,5
536位,,光奏師,HotLip,1034,5
537位,,プリンセス,はなみよう,1034,5
538位,,ビショップ,圭一さん,1034,5
539位,,剣士,§棗,1034,5
540位,,剣士,Kabunushiⅲ,1034,5
541位,,アーチャー,砕龍´,1033,5
542位,,ランサー,久遠―雅―,1033,5
543位,,ランサー,さなっしーJr,1033,5
544位,,追放天使,фButterーFlyф,1032,5
545位,,霊術師,レアミート,1031,5
546位,,ランサー,ダンス山本,1031,5
547位,,武道家,ﾌﾗﾝｼｳﾑ,1031,5
548位,,武道家,霧亥－,1031,5
549位,,ランサー,ﾆｬｧﾆｬ,1030,5
550位,,武道家,dorororo,1030,5
551位,,シーフ,AAR_nz,1030,5
552位,,ウィザード,水縹,1030,5
553位,,獣人,化獣語,1029,5
554位,,ビショップ,ぐおんさん,1029,5
555位,,ウィザード,えぼせぶん,1029,5
556位,,光奏師,とんぼ。,1028,5
557位,,霊術師,すとれるか,1028,5
558位,,ランサー,EG０IST,1028,5
559位,,ビショップ,天の使者,1028,5
560位,,ビショップ,oTAMAKIo,1028,5
561位,,闘士,鶯桜國愛,1027,5
562位,,ランサー,リアリスフレーゼ,1027,5
563位,,武道家,Sinfulove,1027,5
564位,,ウィザード,yuzkiha,1027,5
565位,,戦士,ﾌﾞﾗｯｸﾅｲﾄ,1027,5
566位,,プリンセス,九条院伊織,1026,5
567位,,ランサー,黄昏ｒｓ,1026,5
568位,,武道家,影偲,1026,5
569位,,獣人,紙おむつ三太夫,1025,5
570位,,シーフ,スケベん,1025,5
571位,,戦士,Ghix,1025,5
572位,,霊術師,ブラック・モア,1024,5
573位,,黒魔術師,♪BEVEL♪,1023,5
574位,,サマナー,☆マルアカ☆,1023,5
575位,,ランサー,知識にしたい,1023,5
576位,,ランサー,セレスティーナ,1023,5
577位,,ウィザード,ちゃこたりあん,1023,5
578位,,アルケミスト,dellapeste,1022,5
579位,,霊術師,水禺刀,1022,5
580位,,アーチャー,のびた。,1022,5
581位,,武道家,黒ﾚﾝ,1022,5
582位,,戦士,赤むつ,1022,5
583位,,剣士,shiroro_chan,1022,5
584位,,剣士,アイラル,1022,5
585位,,剣士,コッコロたん,1022,5
586位,,メイド,麻李亜,1021,5
587位,,獣人,Menstyle,1021,5
588位,,ビーストテイマー,リヤン,1021,5
589位,,ランサー,Latuni,1021,5
590位,,シーフ,ｺﾊﾞｹｿ,1021,5
591位,,追放天使,クルｰクルｰ,1021,5
592位,,マスケッティア,右手には約束を。,1020,5
593位,,霊術師,ちうとん,1020,5
594位,,ランサー,杏猫♪,1020,5
595位,,武道家,わべ丸,1020,5
596位,,武道家,ふろーる,1020,5
597位,,ウィザード,靈猫,1020,5
598位,,ウィザード,Lepperhoff,1020,5
599位,,リトルウィッチ,§カルセドニー§,1019,5
600位,,ビーストテイマー,LaLaLaLALALA,1019,5
601位,,ランサー,レネシス,1019,5
602位,,ランサー,たなばたよう,1019,5
603位,,追放天使,gerber,1019,5
604位,,ウィザード,さーやん♪,1019,5
605位,,プリンセス,燐ちゃん,1018,5
606位,,アーチャー,モツ影,1018,5
607位,,追放天使,Rasputin,1018,5
608位,,ウィザード,かなWIZ,1018,5
609位,,剣士,§yosshie§,1018,5
610位,,剣士,いとーる,1018,5
611位,,獣人,ちきんかれー,1017,5
612位,,霊術師,雪奈。,1017,5
613位,,武道家,maori,1017,5
614位,,光奏師,発達した筋肉,1017,4
615位,,光奏師,れありー,1016,5
616位,,霊術師,☆December☆,1016,5
617位,,リトルウィッチ,その辺の少女,1016,5
618位,,アーチャー,アーティ。,1016,5
619位,,ランサー,☆渡月橋☆,1016,5
620位,,武道家,風の歌,1016,5
621位,,ウィザード,ルースター,1016,5
622位,,獣人,よなきーつね！,1015,5
623位,,リトルウィッチ,VortexRing,1015,5
624位,,アーチャー,※Ading※,1015,5
625位,,ビショップ,ノーテンキ,1015,5
626位,,霊術師,ｷﾞｬｰしたい人,1014,5
627位,,霊術師,ばるるん,1014,5
628位,,武道家,だるまさん,1014,5
629位,,武道家,武田徹夜,1014,5
630位,,追放天使,DEEP☆BLUE_粋,1014,5
631位,,ウィザード,LAKERS,1014,5
632位,,霊術師,FineWeather,1013,5
633位,,アーチャー,Manaco,1013,5
