,-,職業,キャラクター,レベル,転生回数
1,-,,永遠の暗闇,2047,5
2,-,,KUREHA_GtS,2042,5
3,-,,サイバーナイト,2037,5
4,-,,_とろ_,2034,5
5,-,,骨ラーメン☆,2034,5
6,-,,甘酒ココア,2034,5
7,-,,ΨtinariΨ,2032,5
8,-,,mttt,2032,5
9,-,,対立ちゃん,2031,5
10,-,,カカオ零,2030,5
11,-,,vellr1a,2030,5
12,-,,チトヌ,2027,5
13,-,,純燼,2025,5
14,-,,ずっさん,2024,5
15,-,,†LightSide†,2024,5
16,-,,krisu,2023,5
17,-,,蜜月抄,2022,5
18,-,,Bird_of_Hermes,2021,5
19,-,,ψXENOψ,2020,5
20,-,,マゼ・ドレーク,2020,5
21,-,,ドカ食い気絶部,2020,5
22,-,,ﾖﾄﾞﾊﾞｼﾞﾍﾟﾀﾞﾙ,2019,5
23,-,,inherit,2019,5
24,-,,ﾌｪﾘｱ,2016,5
25,-,,ああ播磨灘,2016,5
26,-,,HGRY,2015,5
27,-,,うにゃDX,2014,5
28,-,,ゆんの助,2013,5
29,-,,たいやきあんこ,2013,5
30,-,,ｱﾆﾘｿ,2012,5
31,-,,あぼん☆,2012,5
32,-,,もぐらⅲ,2011,5
33,-,,＊鬼鮫＊,2011,5
34,-,,ちゃらめる,2011,5
35,-,,ﾛｰﾈﾙ,2011,5
36,-,,hanacyan,2011,5
37,-,,キャプテン渡良瀬,2011,5
38,-,,あぷりこ,2010,5
39,-,,思いやりGDX,2010,5
40,-,,ウリ☆,2010,5
41,-,,ちよし姫,2010,5
42,-,,♯夕さま,2010,5
43,-,,lave｡,2009,5
44,-,,王女ゲーム,2008,5
45,-,,にゃ～ん（笑）,2008,5
46,-,,もじもじ様,2008,5
47,-,,光月おでん,2008,5
48,-,,あまぞねす。,2007,5
49,-,,Chiyoshi,2007,5
50,-,,ほしめろちゃん,2007,5
