,-,職業,キャラクター,レベル,転生回数
1,-,,ともたん333,671,15
2,-,,たいやきあんこ,1835,5
3,-,,ψXENOψ,1832,5
4,-,,レジェンド石橋,1829,5
5,-,,二階堂パンパース,1828,5
6,-,,mttt,1827,5
7,-,,アリス・ワンダー,1827,5
8,-,,ハイドシークス,1825,5
9,-,,☆あおり☆,1825,5
10,-,,ｱﾆﾘｿ,1820,5
11,-,,思いやりGDX,1820,5
12,-,,ζhaluluζ,1819,5
13,-,,＊鬼鮫＊,1816,5
14,-,,れもんψ,1815,5
15,-,,krisu,1812,5
16,-,,ろずこ,1808,5
17,-,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1808,5
18,-,,快活ねえさん,1807,5
19,-,,うにゃDX,1806,5
20,-,,キングプー,1805,5
21,-,,marui11111,1805,5
22,-,,ルベーグ2世,1802,5
23,-,,アバブ,1801,5
24,-,,ﾖﾄﾞﾊﾞｼﾞﾍﾟﾀﾞﾙ,1800,5
25,-,,御暇さん,1800,5
26,-,,ラクサスドレアン,1800,5
27,-,,しらすたっぷ。,1800,5
28,-,,腐敗キノコ,1800,5
29,-,,Oddesy,1798,5
30,-,,ﾌｪﾘｱ,1794,5
31,-,,愛泉,1794,5
32,-,,サクラサケ,1793,5
33,-,,nonamealcemist,1789,5
34,-,,shogi,1788,5
35,-,,戦略破壊魔術兵器,1786,5
36,-,,ああ播磨灘,1781,5
37,-,,Hard_A,1781,5
38,-,,ちぇころん,1780,5
39,-,,たっぷ。,1780,5
40,-,,Luvric_ver0,1780,5
41,-,,元団長さん,1779,5
42,-,,ξスロウξ,1772,5
43,-,,†LightSide†,1768,5
44,-,,やまCha☆,1766,5
45,-,,羽熊,1763,5
46,-,,errr,1763,5
47,-,,ずっさん,1762,5
48,-,,マハーデーヴィー,1758,5
49,-,,☆☆うっちぃ☆☆,1756,5
50,-,,オナルドダック,1754,5
