,-,職業,キャラクター,レベル,転生回数
1,-,,ヤニカス幼女,1500,5
2,-,,パーマ＠,1500,5
3,-,,ELGIN,1500,5
4,-,,ましろ,1500,5
5,-,,みか☆えりす,1500,5
6,-,,粉砕の祈り,1500,5
7,-,,EternalSky,1500,5
8,-,,襲う波,1500,5
9,-,,背中の壺,1500,5
10,-,,ｺﾞｰﾙﾃﾞﾝﾐｻﾐｻ,1500,5
11,-,,える嬢,1500,5
12,-,,ねるねる,1500,5
13,-,,潤羽るしふぁー,1500,5
14,-,,マヌケ,1500,5
15,-,,よーいどーん,1500,5
16,-,,ｳｰﾆｬｰﾙｰﾊﾟｰ,1500,5
17,-,,akairosignal,1500,5
18,-,,ワイアットアープ,1500,5
19,-,,Saphir,1500,5
20,-,,きんちゃん2026,1500,5
21,-,,ﾓｰﾈﾙ,1500,5
22,-,,penta,1500,5
23,-,,ベイムババア,1500,5
24,-,,ねむみちゃん,1500,5
25,-,,ふぁるけってぃあ,1500,5
26,-,,ジェノ氏,1500,5
27,-,,しぐっぽい,1500,5
28,-,,きんぎょ。,1500,5
29,-,,レジェンド校長,1500,5
30,-,,アリスワンダー,1500,5
31,-,,向上箱狙いめっち,1500,5
32,-,,ぷぴぃ銃,1500,5
33,-,,ヒママ,1500,5
34,-,,るるたん,1500,5
35,-,,しろ,1500,5
36,-,,ベイムジジイ,1500,5
37,-,,さけのいきおい！,1500,5
38,-,,すなふちゃん,1500,5
39,-,,somu,1500,5
40,-,,撃ち貫くのみ,1500,5
41,-,,メイド渡良瀬,1500,5
42,-,,むしん,1500,5
43,-,,オタマデュクシ,1500,5
44,-,,ちかちゃ,1500,5
45,-,,リリアート,1500,5
46,-,,ひーひーひー,1500,5
47,-,,ぷっしゃー,1500,5
48,-,,安倍晋三,1500,5
49,-,,Polyester,1500,5
50,-,,DORP,1500,5
