,-,職業,キャラクター,レベル,転生回数
1,-,,mttt,2025,5
2,-,,カカオ零,2022,5
3,-,,たいやきあんこ,2013,5
4,-,,うにゃDX,2013,5
5,-,,krisu,2012,5
6,-,,ﾖﾄﾞﾊﾞｼﾞﾍﾟﾀﾞﾙ,2010,5
7,-,,ﾌｪﾘｱ,2010,5
8,-,,もぐらⅲ,2006,5
9,-,,ろずこ,2006,5
10,-,,マハーデーヴィー,2006,5
11,-,,サイバーナイト,2005,5
12,-,,marui11111,2005,5
13,-,,思いやりGDX,2005,5
14,-,,ウリ☆,2005,5
15,-,,ほしめろちゃん,2005,5
16,-,,アリス・ワンダー,2004,5
17,-,,アクシズ教神官,2003,5
18,-,,黒虎ちゃん,2003,5
19,-,,ξスロウξ,2002,5
20,-,,永遠の暗闇,2002,5
21,-,,Oddesy,2002,5
22,-,,ψXENOψ,2002,5
23,-,,御暇さん,2002,5
24,-,,アバブ,2002,5
25,-,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,2001,5
26,-,,ちよし姫,2001,5
27,-,,マゼ・ドレーク,2001,5
28,-,,猫邪,2001,5
29,-,,hanacyan,2001,5
30,-,,nishi,2000,5
31,-,,ライブリー,2000,5
32,-,,カジュアル,2000,5
33,-,,ナイスキャッチ,2000,5
34,-,,＊鬼鮫＊,2000,5
35,-,,Unlimited快楽園,2000,5
36,-,,ｼｮﾝﾎﾞﾘ沈殿丸,2000,5
37,-,,戦略破壊魔術兵器,2000,5
38,-,,エルロン5,2000,5
39,-,,あぷりこ,2000,5
40,-,,ラクサスドレアン,2000,5
41,-,,ボイスブリザード,2000,5
42,-,,ハイドシークス,2000,5
43,-,,ちゃらめる,2000,5
44,-,,緋色＄,2000,5
45,-,,WaterLilyFlower,2000,5
46,-,,ﾛｰﾈﾙ,2000,5
47,-,,☆キノ♪,2000,5
48,-,,むぎちゃ。,2000,5
49,-,,夜廻まるか,2000,5
50,-,,愛泉,2000,5
