,-,職業,キャラクター,レベル,転生回数
1,-,,ELGIN,1500,5
2,-,,ましろ,1500,5
3,-,,ヤニカス幼女,1500,5
4,-,,パーマ＠,1500,5
5,-,,EternalSky,1500,5
6,-,,粉砕の祈り,1500,5
7,-,,みか☆えりす,1500,5
8,-,,ｺﾞｰﾙﾃﾞﾝﾐｻﾐｻ,1500,5
9,-,,える嬢,1500,5
10,-,,襲う波,1500,5
11,-,,背中の壺,1500,5
12,-,,ねるねる,1500,5
13,-,,よーいどーん,1500,5
14,-,,マヌケ,1500,5
15,-,,潤羽るしふぁー,1500,5
16,-,,ｳｰﾆｬｰﾙｰﾊﾟｰ,1500,5
17,-,,Saphir,1500,5
18,-,,ワイアットアープ,1500,5
19,-,,akairosignal,1500,5
20,-,,きんちゃん2026,1500,5
21,-,,ベイムババア,1500,5
22,-,,penta,1500,5
23,-,,ﾓｰﾈﾙ,1500,5
24,-,,ベイムジジイ,1500,5
25,-,,ジェノ氏,1500,5
26,-,,すなふちゃん,1500,5
27,-,,ふぁるけってぃあ,1500,5
28,-,,きんぎょ。,1500,5
29,-,,しぐっぽい,1500,5
30,-,,アリスワンダー,1500,5
31,-,,レジェンド校長,1500,5
32,-,,ぷぴぃ銃,1500,5
33,-,,さぶる,1500,5
34,-,,るるたん,1500,5
35,-,,向上箱狙いめっち,1500,5
36,-,,ねむみちゃん,1500,5
37,-,,ヒママ,1500,5
38,-,,Bligh,1500,5
39,-,,しろ,1500,5
40,-,,さけのいきおい！,1500,5
41,-,,somu,1500,5
42,-,,コロリナ,1500,5
43,-,,メイド渡良瀬,1500,5
44,-,,撃ち貫くのみ,1500,5
45,-,,オタマデュクシ,1500,5
46,-,,デスガンぶっころ,1500,5
47,-,,リリアート,1500,5
48,-,,配信中,1500,5
49,-,,DORP,1500,5
50,-,,ろばファイア,1500,5
