,-,職業,キャラクター,レベル,転生回数
1,-,,ともたん333,671,15
2,-,,たいやきあんこ,1839,5
3,-,,ψXENOψ,1836,5
4,-,,アリス・ワンダー,1834,5
5,-,,レジェンド石橋,1833,5
6,-,,☆あおり☆,1831,5
7,-,,ハイドシークス,1830,5
8,-,,二階堂パンパース,1829,5
9,-,,mttt,1827,5
10,-,,思いやりGDX,1825,5
11,-,,れもんψ,1824,5
12,-,,ζhaluluζ,1822,5
13,-,,＊鬼鮫＊,1822,5
14,-,,ｱﾆﾘｿ,1821,5
15,-,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1821,5
16,-,,ろずこ,1820,5
17,-,,キングプー,1820,5
18,-,,快活ねえさん,1819,5
19,-,,愛泉,1814,5
20,-,,krisu,1813,5
21,-,,Oddesy,1810,5
22,-,,うにゃDX,1807,5
23,-,,戦略破壊魔術兵器,1806,5
24,-,,アバブ,1806,5
25,-,,marui11111,1805,5
26,-,,サクラサケ,1804,5
27,-,,ﾖﾄﾞﾊﾞｼﾞﾍﾟﾀﾞﾙ,1804,5
28,-,,御暇さん,1803,5
29,-,,カジュアル,1802,5
30,-,,ルベーグ2世,1802,5
31,-,,ラクサスドレアン,1802,5
32,-,,ﾌｪﾘｱ,1802,5
33,-,,ウリ☆,1802,5
34,-,,腐敗キノコ,1801,5
35,-,,ξスロウξ,1800,5
36,-,,ちぇころん,1800,5
37,-,,しらすたっぷ。,1800,5
38,-,,Hard_A,1800,5
39,-,,たっぷ。,1800,5
40,-,,nonamealcemist,1800,5
41,-,,アクシズ教神官,1796,5
42,-,,Luvric_ver0,1796,5
43,-,,黒虎ちゃん,1793,5
44,-,,shogi,1789,5
45,-,,ああ播磨灘,1786,5
46,-,,†LightSide†,1783,5
47,-,,ずっさん,1782,5
48,-,,元団長さん,1780,5
49,-,,†フィル†,1779,5
50,-,,雨時々はるぅ,1775,5
